ip,ip_app_4
77765,1
77766,6
77769,5
77772,5
77775,6
77790,5
77792,8
77796,1
77797,8
77799,9
77802,1
77809,5
77819,8
77821,3
77825,2
77835,1
77840,11
77841,2
77866,12
77867,8
77868,3
77872,1
77883,9
77884,4
77891,1
77894,1
77895,2
77896,1
77899,5
77900,8
77901,3
77906,2
77912,1
77913,2
77914,5
77919,8
77928,1
77936,1
77937,9
77943,5
77949,10
77950,14
77958,4
77968,4
77970,2
77972,1
77979,3
77983,5
78000,8
78009,7
78019,1
78022,5
78025,1
78029,1
78068,2
78073,1
78085,13
78089,2
78090,8
78093,2
78097,7
78103,7
78105,10
78117,1
78119,5
78120,12
78124,1
78133,2
78139,1
78144,6
78145,2
78150,4
78157,1
78166,2
78167,2
78173,7
78182,3
78186,11
78199,7
78214,1
78223,3
78225,2
78230,2
78243,5
78245,1
78252,5
78262,1
78265,2
78272,4
78277,1
78289,3
78290,2
78293,1
78319,8
78321,5
78329,2
78330,5
78332,4
78349,3
78353,8
78355,1
78366,4
78367,1
78377,1
78385,2
78387,1
78397,1
78398,2
78416,6
78420,8
78421,1
78422,1
78423,3
78446,5
78449,8
78450,9
78452,2
78473,15
78476,1
78477,8
78478,2
78482,6
78484,2
78491,1
78492,2
78493,4
78500,4
78502,1
78506,4
78507,11
78512,2
78513,1
78519,1
78526,7
78529,3
78536,3
78544,6
78553,10
78564,8
78565,6
78574,5
78580,3
78592,1
78599,10
78600,7
78606,1
78608,7
78616,3
78619,2
78620,2
78621,2
78622,5
78627,3
78632,2
78638,2
78646,4
78648,5
78651,1
78666,1
78672,6
78673,9
78678,5
78702,2
78704,1
78707,4
78709,1
78716,5
78725,6
78730,2
78735,6
78736,1
78739,4
78741,2
78754,1
78757,1
78772,1
78776,7
78778,8
78784,4
78787,8
78789,10
78796,1
78797,1
78801,5
78809,2
78817,4
78818,2
78827,2
78829,5
78833,4
78837,4
78846,4
78851,6
78853,6
78856,7
78857,1
78874,3
78876,5
78878,8
78880,5
78881,8
78882,6
78888,1
78895,5
78896,5
78899,1
78905,4
78910,5
78911,4
78927,1
78928,5
78929,9
78939,1
78943,7
78945,2
78946,6
78948,2
78950,9
78954,2
78959,1
78960,6
78961,6
78963,9
78974,11
78977,2
78981,10
78990,5
78992,9
78993,1
79001,2
79012,9
79019,2
79023,4
79025,4
79044,5
79047,9
79049,5
79051,1
79066,7
79067,11
79075,5
79088,9
79090,11
79091,1
79095,4
79097,1
79098,4
79108,1
79113,2
79121,7
79129,5
79130,10
79136,8
79139,7
79140,2
79146,7
79151,1
79153,1
79155,2
79157,4
79163,9
79166,2
79172,4
79176,1
79180,3
79182,6
79187,7
79193,1
79195,6
79197,1
79205,7
79213,7
79223,3
79226,3
79237,3
79238,6
79257,2
79258,5
79271,10
79277,12
79281,4
79295,1
79300,6
79308,10
79329,1
79331,5
79332,5
79352,13
79370,2
79372,10
79374,1
79384,4
79389,2
79396,11
79421,2
79437,5
79448,1
79456,2
79459,4
79474,2
79478,1
79479,1
79492,1
79517,1
79527,2
79528,10
79539,7
79555,1
79582,4
79583,2
79585,8
79593,3
79596,12
79602,6
79607,1
79614,10
79616,5
79631,8
79640,3
79662,8
79665,8
79666,7
79667,7
79671,3
79673,5
79678,10
79680,1
79686,7
79692,5
79697,1
79702,2
79707,3
79713,11
79715,8
79718,2
79724,1
79731,4
79734,1
79738,2
79740,1
79745,12
79751,1
79756,4
79757,5
79766,7
79769,3
79771,8
79776,9
79779,4
79786,7
79787,13
79799,10
79800,2
79804,8
79806,2
79808,3
79809,1
79815,4
79818,9
79821,4
79824,1
79827,23
79828,7
79851,2
79854,1
79857,26
79860,4
79865,5
79874,12
79875,7
79877,11
79881,18
79892,2
79894,1
79901,2
79902,7
79906,6
79909,20
79916,6
79919,3
79925,3
79926,1
79941,3
79942,1
79950,5
79970,7
79973,6
79979,1
79981,3
79982,2
79988,1
79990,1
80000,2
80002,6
80023,1
80026,6
80029,6
80035,11
80036,8
80041,4
80046,1
80049,6
80053,9
80058,10
80059,5
80075,10
80080,12
80084,3
80088,7
80096,3
80101,7
80110,2
80113,4
80114,9
80119,1
80121,9
80124,2
80136,3
80140,12
80141,4
80142,4
80148,6
80153,4
80155,6
80160,2
80163,8
80166,2
80167,2
80180,1
80188,6
80192,1
80193,3
80195,6
80209,4
80218,1
80219,8
80220,2
80223,7
80228,12
80233,8
80243,1
80248,6
80249,7
80257,1
80259,5
80262,1
80267,2
80272,1
80273,1
80275,5
80277,2
80282,1
80288,1
80292,3
80293,1
80299,1
80300,12
80305,5
80306,11
80316,5
80318,1
80324,8
80327,1
80328,2
80331,3
80332,1
80335,2
80348,1
80356,1
80357,9
80364,4
80368,1
80369,1
80372,6
80377,1
80379,1
80384,1
80388,5
80389,3
80395,10
80398,5
80402,9
80405,2
80406,3
80409,9
80413,9
80416,7
80418,1
80424,1
80428,12
80431,12
80432,3
80436,10
80437,6
80438,2
80439,1
80443,4
80444,6
80446,7
80447,3
80450,9
80455,6
80458,5
80465,8
80466,9
80468,4
80476,12
80477,7
80482,1
80485,1
80487,3
80488,1
80494,2
80507,8
80510,2
80525,4
80527,1
80532,13
80533,3
80539,8
80542,2
80547,7
80559,4
80560,8
80561,4
80583,7
80592,4
80598,4
80605,4
80606,2
80614,2
80622,1
80631,1
80634,6
80639,1
80644,1
80655,1
80660,3
80672,10
80675,8
80676,9
80681,5
80686,15
80689,1
80690,5
80697,2
80700,11
80703,5
80705,1
80707,3
80712,4
80723,1
80724,3
80726,4
80736,1
80740,3
80743,1
80755,4
80769,1
80770,1
80781,5
80791,1
80806,6
80808,1
80810,1
80813,6
80823,1
80827,9
80835,3
80839,1
80867,5
80881,1
80886,3
80888,5
80890,7
80893,1
80908,9
80919,1
80935,11
80974,8
80975,4
80977,1
80987,2
80992,5
81001,1
81005,6
81007,3
81009,2
81013,12
81030,5
81068,3
81076,8
81077,1
81079,6
81082,5
81085,6
81097,13
81100,4
81102,8
81104,3
81121,9
81138,4
81159,4
81161,6
81167,8
81170,1
81175,4
81187,2
81199,9
81201,8
81204,2
81211,7
81220,6
81229,1
81239,1
81240,7
81245,6
81253,1
81261,8
81263,3
81273,1
81280,1
81282,4
81283,3
81285,8
81290,1
81300,2
81312,6
81315,3
81319,3
81320,3
81327,2
81331,3
81341,9
81347,4
81350,2
81354,1
81356,3
81358,7
81363,2
81372,4
81374,5
81377,5
81380,1
81386,1
81398,3
81402,1
81404,4
81415,9
81416,9
81417,2
81419,17
81424,4
81428,8
81434,2
81439,2
81443,3
81445,1
81447,6
81448,3
81449,5
81456,5
81458,7
81459,1
81463,1
81469,2
81474,2
81476,9
81480,5
81484,6
81500,1
81501,9
81502,1
81504,2
81507,2
81508,4
81513,11
81514,16
81518,5
81522,11
81524,1
81526,1
81541,10
81545,5
81548,8
81549,8
81550,10
81552,3
81556,11
81571,9
81572,5
81574,3
81577,3
81582,1
81586,5
81587,1
81595,1
81598,3
81606,10
81607,3
81610,4
81612,2
81613,11
81614,5
81624,7
81629,10
81632,7
81634,8
81637,8
81643,4
81646,1
81648,2
81654,5
81662,11
81667,6
81672,2
81674,2
81675,3
81683,1
81685,4
81689,3
81695,2
81696,1
81698,13
81699,6
81706,3
81710,1
81711,6
81714,13
81717,5
81719,1
81721,1
81725,5
81729,4
81731,1
81736,9
81737,5
81745,4
81753,11
81761,1
81763,2
81767,1
81768,2
81773,4
81776,10
81779,2
81786,2
81787,1
81788,1
81792,8
81802,1
81807,2
81812,16
81814,8
81816,1
81817,4
81821,8
81824,1
81829,4
81834,12
81837,12
81839,7
81846,10
81854,3
81859,4
81863,10
81876,14
81878,1
81881,9
81883,4
81895,5
81896,14
81897,1
81898,4
81906,2
81909,3
81911,3
81919,2
81922,7
81928,3
81929,1
81935,10
81936,5
81937,10
81946,4
81947,1
81949,11
81952,6
81955,7
81959,1
81961,3
81970,7
81971,5
81973,6
81976,3
81980,3
81981,10
81997,1
82002,8
82011,11
82012,8
82013,1
82017,6
82018,1
82022,7
82024,1
82035,1
82038,6
82039,9
82045,12
82054,3
82056,1
82068,8
82069,7
82071,4
82097,3
82100,12
82119,1
82137,6
82139,16
82142,2
82150,16
82156,11
82161,3
82164,8
82171,2
82176,1
82189,1
82190,2
82206,2
82207,4
82211,1
82212,3
82214,7
82216,1
82224,9
82234,2
82240,1
82242,12
82264,10
82265,5
82268,1
82279,5
82282,4
82284,5
82287,14
82290,8
82293,1
82355,1
82356,2
82358,1
82361,7
82362,1
82363,7
82364,14
82373,1
82378,3
82396,1
82397,4
82410,1
82413,5
82418,5
82423,1
82427,10
82434,6
82449,8
82454,9
82456,10
82460,6
82468,1
82472,2
82485,1
82489,8
82502,8
82503,6
82522,3
82541,4
82544,1
82586,1
82588,2
82594,1
82605,2
82610,6
82612,2
82613,7
82614,1
82615,2
82627,1
82631,2
82632,3
82637,1
82639,2
82640,4
82648,2
82650,2
82675,2
82681,1
82682,7
82691,2
82705,1
82708,7
82722,14
82726,1
82742,10
82754,3
82755,2
82760,2
82768,5
82769,1
82774,2
82780,4
82797,2
82803,2
82812,1
82813,7
82816,10
82825,5
82833,5
82843,6
82855,1
82856,9
82858,2
82864,1
82865,10
82869,5
82870,2
82872,2
82876,2
82885,10
82886,11
82915,2
82917,8
82929,1
82941,6
82942,3
82943,2
82947,1
82949,9
82951,3
82956,7
82957,2
82962,1
82983,1
82987,9
83000,5
83015,8
83018,5
83025,9
83034,9
83045,4
83052,3
83059,5
83061,5
83069,5
83074,12
83077,1
83088,1
83098,3
83105,1
83109,10
83111,11
83130,2
83132,1
83140,10
83149,1
83161,3
83166,5
83171,1
83182,6
83184,1
83194,9
83206,9
83213,5
83230,14
83238,12
83244,4
83249,1
83252,11
83256,2
83260,4
83262,7
83268,4
83274,1
83275,6
83276,4
83280,9
83283,2
83285,7
83288,1
83293,3
83297,7
83301,2
83306,10
83309,1
83311,4
83315,1
83317,8
83318,4
83321,1
83340,13
83344,8
83348,11
83356,6
83360,5
83361,4
83366,13
83372,7
83375,1
83379,2
83387,1
83388,9
83393,1
83401,2
83420,2
83422,2
83429,10
83430,9
83432,1
83442,3
83449,8
83453,14
83455,1
83461,10
83462,4
83466,3
83468,8
83473,1
83481,7
83488,11
83494,8
83500,3
83501,1
83505,1
83509,5
83511,1
83524,5
83525,2
83535,11
83537,2
83541,4
83543,1
83557,5
83561,10
83576,4
83584,17
83587,10
83591,9
83594,10
83595,3
83597,1
83599,3
83604,6
83607,6
83614,11
83616,11
83618,7
83628,5
83631,7
83639,6
83641,1
83643,1
83646,1
83659,14
83660,7
83667,1
83668,2
83675,5
83676,3
83678,10
83684,9
83688,10
83689,1
83690,14
83693,1
83694,11
83699,3
83701,1
83704,8
83705,4
83712,1
83714,6
83715,7
83723,9
83726,2
83729,4
83730,7
83735,2
83736,9
83741,8
83742,2
83743,11
83751,8
83754,2
83756,6
83757,8
83760,1
83764,6
83765,5
83766,9
83774,6
83783,2
83785,1
83794,8
83795,6
83797,11
83802,8
83809,6
83815,8
83819,2
83824,1
83825,1
83828,1
83830,7
83860,5
83865,1
83873,1
83880,2
83883,1
83886,3
83896,1
83897,4
83903,2
83906,3
83909,1
83913,1
83915,11
83917,4
83923,6
83925,1
83926,10
83930,3
83931,7
83936,4
83943,2
83946,1
83956,1
83957,2
83958,2
83961,7
83963,3
83971,1
83973,6
83985,6
83987,1
83996,9
84000,1
84003,10
84004,6
84007,2
84013,12
84020,4
84036,1
84038,3
84045,1
84059,3
84064,4
84065,2
84067,1
84069,1
84075,4
84076,1
84079,7
84082,1
84085,3
84087,1
84091,5
84092,2
84094,8
84101,5
84107,1
84122,3
84125,8
84133,2
84134,3
84137,1
84156,1
84159,7
84168,3
84170,6
84177,3
84178,1
84181,10
84182,7
84185,1
84188,1
84196,3
84205,7
84215,6
84216,2
84224,2
84226,10
84228,10
84250,1
84251,9
84256,6
84257,1
84265,2
84268,4
84272,1
84275,7
84276,8
84283,5
84288,6
84289,1
84290,7
84293,4
84296,1
84301,2
84303,1
84306,1
84308,8
84314,1
84323,4
84329,1
84336,7
84344,1
84350,3
84351,7
84353,3
84362,6
84363,6
84379,2
84381,3
84383,4
84388,9
84395,1
84403,1
84405,1
84407,1
84410,4
84414,8
84417,3
84419,3
84428,2
84429,1
84431,5
84433,9
84434,1
84435,2
84436,8
84442,4
84443,1
84445,5
84450,2
84453,2
84457,1
84460,1
84466,1
84477,5
84488,3
84494,1
84499,9
84501,1
84511,1
84514,1
84519,6
84521,1
84525,2
84538,6
84542,4
84543,8
84562,1
84564,8
84587,7
84594,10
84595,2
84596,1
84600,4
84610,5
84612,4
84615,3
84618,4
84627,2
84634,11
84635,11
84636,1
84640,6
84644,19
84647,6
84648,6
84652,1
84656,8
84659,2
84665,6
84671,2
84680,8
84687,9
84696,3
84701,1
84703,9
84706,2
84716,3
84718,3
84724,1
84725,6
84728,7
84736,8
84740,2
84749,2
84758,7
84765,4
84770,3
84774,17
84792,1
84793,1
84794,2
84798,1
84808,8
84810,6
84812,5
84817,5
84831,1
84835,1
84836,1
84841,3
84846,2
84860,3
84863,6
84866,1
84867,1
84869,4
84870,6
84872,8
84882,7
84888,4
84895,1
84896,18
84900,1
84901,10
84902,7
84909,1
84916,6
84926,1
84931,1
84934,9
84937,1
84942,9
84948,2
84953,3
84954,4
84959,10
84968,6
84972,7
84974,6
84975,5
84986,1
84987,2
84988,2
84991,11
84996,6
84998,1
85006,5
85018,6
85026,7
85029,6
85037,4
85041,5
85050,1
85051,13
85053,3
85055,2
85056,8
85058,1
85059,8
85062,4
85065,15
85067,3
85068,3
85072,11
85074,4
85084,4
85085,9
85088,6
85090,12
85096,2
85101,1
85106,3
85107,17
85108,5
85109,1
85111,4
85120,16
85121,2
85122,1
85129,5
85134,13
85140,3
85144,9
85145,2
85147,13
85150,13
85154,6
85155,1
85159,6
85170,5
85171,3
85172,7
85177,1
85183,1
85188,12
85190,7
85192,12
85193,3
85196,5
85200,3
85205,4
85206,3
85207,1
85208,5
85221,14
85223,6
85227,1
85234,4
85235,6
85236,2
85241,8
85242,2
85246,2
85256,1
85262,6
85263,2
85274,3
85277,1
85278,6
85287,1
85294,3
85297,3
85302,1
85310,10
85314,1
85323,6
85328,4
85329,16
85331,8
85334,1
85340,1
85341,8
85364,6
85366,1
85370,1
85375,10
85387,11
85389,15
85401,2
85410,1
85412,1
85415,1
85417,1
85419,2
85420,10
85421,1
85427,3
85439,12
85442,2
85445,4
85457,1
85476,10
85482,5
85489,2
85491,1
85493,1
85494,2
85506,6
85512,4
85516,1
85517,7
85530,1
85533,2
85536,1
85541,12
85560,3
85572,5
85577,16
85592,2
85593,1
85603,3
85620,10
85621,1
85624,1
85625,11
85628,7
85631,11
85644,12
85650,1
85660,5
85661,6
85663,2
85668,1
85674,9
85692,6
85702,7
85706,1
85723,2
85734,9
85743,3
85758,1
85760,3
85763,1
85771,7
85773,3
85778,1
85798,1
85805,3
85806,1
85818,1
85823,1
85825,1
85827,4
85830,4
85835,2
85837,2
85839,2
85844,1
85850,1
85854,8
85856,3
85857,13
85858,5
85859,4
85867,6
85872,5
85894,1
85896,2
85900,1
85901,1
85902,9
85904,2
85907,1
85910,10
85916,2
85925,2
85945,5
85948,4
85964,9
85968,1
85971,9
85974,7
85984,2
85987,2
85988,3
85999,4
86003,4
86008,10
86016,1
86017,4
86026,1
86037,1
86048,12
86049,1
86056,1
86065,1
86076,7
86077,4
86078,1
86088,1
86091,3
86092,2
86111,5
86114,2
86131,2
86141,7
86154,2
86155,1
86160,4
86164,3
86168,3
86177,4
86179,1
86188,1
86193,1
86198,14
86203,2
86209,1
86230,4
86231,13
86235,7
86259,1
86260,3
86261,10
86272,1
86280,5
86285,8
86287,2
86291,13
86296,1
86300,2
86311,8
86315,1
86316,1
86318,3
86320,12
86321,9
86323,1
86330,2
86332,1
86349,4
86352,4
86353,4
86364,2
86370,5
86371,4
86378,4
86383,15
86388,3
86394,10
86402,4
86405,11
86409,1
86410,8
86419,13
86420,5
86436,9
86452,7
86463,10
86466,12
86469,1
86474,8
86476,2
86479,1
86480,2
86501,3
86506,2
86515,7
86521,7
86540,1
86542,12
86544,2
86552,6
86571,3
86572,1
86584,1
86588,9
86590,2
86593,9
86606,6
86607,3
86621,6
86638,1
86646,6
86662,6
86669,3
86692,1
86693,1
86707,3
86708,6
86714,4
86717,11
86730,13
86735,5
86738,2
86746,1
86754,2
86756,4
86757,5
86763,1
86767,20
86772,10
86779,12
86781,9
86790,6
86792,3
86812,13
86815,4
86819,2
86821,2
86825,3
86827,5
86828,1
86835,2
86837,7
86840,5
86841,10
86845,4
86850,1
86854,4
86865,17
86868,2
86869,5
86876,7
86884,1
86886,7
86897,7
86900,1
86901,5
86912,11
86926,9
86946,1
86947,7
86965,1
86977,12
86979,12
86997,1
87000,1
87004,4
87009,1
87012,7
87029,9
87032,8
87036,1
87045,4
87055,6
87073,12
87074,1
87077,6
87120,1
87132,1
87134,1
87143,1
87148,5
87149,1
87157,6
87161,7
87164,2
87165,1
87179,5
87181,9
87194,1
87208,2
87216,2
87220,1
87231,7
87234,1
87245,8
87252,9
87257,1
87266,3
87276,7
87291,1
87296,3
87315,1
87324,8
87347,6
87348,1
87350,1
87354,9
87357,6
87369,10
87373,1
87375,1
87379,6
87381,2
87398,4
87399,2
87402,4
87415,3
87435,1
87437,1
87441,4
87444,9
87494,6
87496,5
87498,2
87515,4
87521,2
87535,12
87539,7
87540,3
87542,4
87553,3
87554,6
87556,5
87557,1
87558,5
87568,3
87570,5
87577,1
87584,3
87592,4
87604,7
87607,6
87609,1
87613,1
87616,4
87618,4
87620,7
87623,3
87625,7
87629,1
87635,3
87636,1
87642,1
87643,3
87653,7
87671,11
87679,1
87697,5
87702,8
87718,1
87728,1
87735,4
87736,3
87739,2
87759,3
87764,1
87766,7
87778,4
87779,3
87783,4
87792,3
87795,2
87800,3
87803,3
87806,3
87816,5
87821,1
87840,4
87842,1
87845,10
87846,2
87849,1
87865,4
87868,12
87869,1
87870,6
87877,4
87879,15
87882,15
87891,1
87902,3
87907,9
87914,4
87924,6
87938,3
87940,9
87946,5
87948,7
87959,1
87971,1
87978,7
87979,8
87986,5
87990,12
87998,1
88001,5
88006,2
88018,10
88021,7
88024,1
88029,7
88040,4
88044,1
88046,7
88053,5
88055,1
88056,6
88058,5
88063,7
88070,4
88071,8
88074,4
88075,6
88079,1
88080,3
88082,7
88086,1
88089,1
88097,4
88100,2
88106,11
88111,6
88118,8
88120,1
88124,9
88127,7
88128,11
88129,1
88143,2
88150,4
88153,6
88157,7
88162,12
88168,1
88172,2
88176,7
88180,8
88183,4
88185,1
88186,5
88192,9
88209,1
88211,4
88212,11
88217,6
88228,2
88229,7
88233,9
88234,12
88240,1
88252,5
88255,9
88260,1
88262,1
88263,1
88266,2
88281,11
88283,7
88290,2
88295,3
88297,11
88301,10
88304,9
88311,7
88312,4
88320,2
88329,1
88332,3
88340,5
88342,4
88344,8
88358,7
88362,2
88363,4
88370,1
88382,3
88393,6
88406,1
88423,1
88441,4
88457,1
88471,9
88491,7
88503,7
88504,13
88509,2
88528,8
88529,11
88531,1
88537,2
88541,9
88545,1
88546,1
88547,1
88551,2
88560,1
88561,8
88577,8
88580,1
88585,5
88591,7
88595,1
88599,6
88601,6
88615,3
88616,2
88618,7
88623,5
88629,1
88631,3
88634,6
88637,6
88641,1
88644,1
88645,2
88652,4
88654,5
88657,1
88666,4
88668,1
88680,5
88687,9
88688,3
88696,10
88702,1
88706,7
88710,10
88715,2
88718,5
88721,6
88727,10
88730,5
88739,1
88743,6
88746,1
88753,9
88763,1
88765,6
88770,10
88777,2
88780,2
88781,5
88789,1
88791,1
88792,2
88794,1
88824,1
88826,1
88833,11
88842,2
88849,2
88856,8
88858,2
88867,2
88875,3
88881,15
88891,3
88895,1
88905,3
88911,3
88914,6
88915,4
88923,10
88932,6
88935,5
88951,7
88952,7
88954,3
88971,8
88977,2
88978,1
88992,12
89005,2
89035,8
89036,3
89038,10
89044,1
89051,10
89056,3
89077,1
89078,5
89081,1
89084,12
89093,5
89095,1
89098,2
89103,6
89111,1
89113,5
89117,7
89130,5
89141,8
89145,5
89146,3
89152,4
89159,5
89162,5
89163,5
89167,11
89178,1
89182,7
89184,2
89185,4
89189,10
89210,9
89212,1
89213,4
89219,9
89221,2
89227,12
89228,11
89232,8
89233,2
89241,8
89243,12
89244,12
89245,6
89250,3
89251,15
89252,1
89253,6
89262,10
89266,5
89269,6
89277,5
89278,14
89280,9
89283,1
89299,8
89306,1
89312,2
89313,2
89314,8
89318,1
89323,1
89328,1
89336,4
89339,1
89341,12
89345,7
89347,3
89355,6
89364,1
89372,1
89381,3
89396,2
89398,4
89402,13
89403,4
89405,13
89410,1
89411,4
89416,4
89417,1
89426,1
89427,5
89430,5
89446,4
89447,1
89450,7
89454,1
89455,6
89456,1
89457,8
89458,6
89462,8
89471,1
89475,8
89477,7
89480,1
89483,6
89484,8
89486,4
89489,10
89491,7
89494,1
89515,4
89518,1
89520,4
89525,6
89528,6
89529,3
89530,1
89542,8
89543,6
89550,7
89551,4
89552,1
89562,10
89565,1
89567,9
89569,2
89572,5
89573,3
89574,2
89575,8
89581,4
89582,4
89585,12
89590,5
89592,7
89596,8
89607,2
89608,6
89611,8
89620,13
89625,3
89626,1
89631,1
89636,7
89642,1
89649,5
89652,1
89653,11
89661,3
89663,1
89674,1
89680,4
89685,4
89696,7
89697,5
89704,1
89709,1
89711,2
89715,5
89719,7
89722,4
89728,5
89748,2
89752,11
89754,1
89757,5
89759,1
89762,9
89773,1
89778,7
89781,6
89782,15
89783,8
89786,10
89792,3
89794,1
89800,8
89803,2
89805,2
89814,2
89819,1
89821,2
89824,6
89825,1
89845,15
89861,1
89866,4
89868,1
89870,1
89874,4
89880,1
89886,6
89889,2
89899,1
89900,1
89913,1
89927,6
89935,1
89940,4
89946,5
89960,6
89975,1
89981,1
89982,10
89983,9
89990,1
89991,7
89995,1
90004,12
90031,4
90032,1
90040,1
90053,12
90068,1
90070,1
90085,7
90096,8
90129,1
90136,3
90137,1
90143,11
90208,7
90215,3
90224,6
90234,3
90247,1
90259,2
90270,3
90282,1
90286,1
90288,5
90298,2
90306,3
90316,5
90326,1
90331,4
90339,9
90349,10
90353,1
90358,3
90363,5
90364,10
90367,3
90370,1
90374,2
90379,1
90389,3
90396,8
90397,5
90402,8
90425,3
90440,1
90441,1
90443,10
90452,1
90458,10
90469,1
90484,4
90485,9
90494,3
90504,2
90506,1
90509,11
90511,11
90515,3
90517,4
90519,5
90521,2
90537,7
90540,3
90546,1
90548,2
90560,4
90564,4
90580,5
90588,6
90590,12
90593,7
90596,1
90605,1
90621,1
90626,12
90627,7
90646,6
90652,2
90655,6
90668,1
90678,14
90679,3
90680,7
90684,7
90691,7
90695,7
90708,2
90717,3
90723,2
90731,10
90743,3
90758,10
90766,2
90773,1
90782,1
90786,8
90790,11
90791,4
90804,1
90811,3
90814,1
90816,7
90818,9
90821,6
90822,1
90825,2
90833,1
90835,4
90837,12
90852,5
90853,4
90855,15
90863,4
90866,3
90874,7
90888,5
90891,17
90904,10
90905,1
90906,1
90915,8
90920,9
90922,5
90935,3
90941,1
90948,10
90949,4
90950,1
90951,1
90958,1
90959,3
90963,1
90965,3
90966,10
90971,6
90976,7
90985,10
90986,3
90991,3
90996,4
90997,9
91006,8
91010,4
91013,9
91014,8
91017,1
91019,1
91029,3
91031,3
91040,12
91049,4
91050,7
91051,11
91052,3
91066,12
91072,10
91075,2
91079,5
91082,4
91104,7
91106,5
91116,3
91117,2
91119,1
91123,6
91128,1
91130,1
91135,1
91144,2
91147,1
91165,13
91166,12
91168,3
91175,3
91176,2
91181,4
91186,1
91198,1
91204,4
91212,6
91235,2
91236,1
91246,5
91247,10
91250,3
91255,2
91256,2
91260,15
91270,2
91280,4
91288,1
91292,4
91306,3
91307,1
91308,1
91324,8
91327,5
91343,7
91353,5
91360,2
91366,2
91375,4
91376,2
91379,4
91398,1
91407,1
91409,1
91446,2
91456,6
91461,5
91467,9
91473,5
91490,1
91519,1
91532,4
91536,14
91561,1
91570,1
91574,13
91582,1
91584,13
91588,7
91607,1
91611,15
91617,2
91618,1
91624,3
91635,2
91641,2
91643,1
91652,4
91656,1
91661,8
91666,11
91679,4
91694,8
91707,1
91708,1
91712,13
91734,12
91749,1
91752,1
91754,1
91765,1
91767,10
91788,10
91797,2
91799,5
91820,9
91825,2
91836,5
91838,4
91840,2
91855,9
91875,10
91885,13
91889,1
91894,2
91910,3
91937,3
91944,1
91953,3
91966,4
91976,13
92002,4
92004,2
92029,9
92030,1
92057,3
92059,6
92071,10
92079,2
92083,6
92088,5
92092,9
92108,5
92109,7
92120,7
92122,1
92123,1
92136,12
92143,7
92147,1
92151,9
92157,7
92160,10
92163,3
92183,10
92204,1
92225,10
92226,4
92227,11
92237,2
92238,2
92240,1
92251,9
92254,12
92255,1
92257,7
92258,2
92261,8
92269,1
92274,3
92284,4
92289,3
92298,1
92300,5
92307,12
92311,3
92315,4
92317,7
92324,2
92325,8
92327,8
92334,8
92338,8
92347,9
92348,3
92350,7
92351,7
92352,5
92360,2
92364,8
92366,2
92373,8
92376,7
92377,5
92388,7
92393,4
92396,3
92406,1
92410,7
92413,12
92425,1
92429,3
92431,1
92433,4
92446,8
92447,9
92452,7
92467,2
92471,6
92479,5
92483,1
92488,5
92491,8
92493,5
92495,3
92505,4
92506,5
92511,3
92518,4
92519,2
92524,2
92526,1
92533,6
92540,3
92542,1
92544,6
92548,2
92549,5
92554,1
92561,9
92563,3
92569,7
92575,5
92579,1
92580,6
92583,3
92588,1
92594,7
92602,1
92606,7
92610,7
92611,1
92614,5
92616,4
92618,9
92620,4
92626,4
92628,5
92642,1
92645,2
92648,2
92657,1
92663,8
92670,11
92673,15
92681,1
92682,1
92686,1
92692,4
92701,1
92703,7
92712,16
92715,5
92718,1
92719,1
92721,7
92722,1
92728,5
92730,4
92735,19
92736,7
92738,1
92740,2
92741,5
92742,4
92746,2
92749,13
92766,17
92767,13
92769,9
92780,5
92784,8
92786,5
92789,12
92792,1
92798,6
92799,1
92802,3
92804,9
92810,4
92811,1
92814,4
92816,7
92820,5
92823,1
92825,9
92826,7
92828,2
92834,2
92837,6
92844,11
92850,5
92852,16
92860,4
92861,1
92867,4
92872,13
92873,16
92878,6
92882,6
92890,8
92891,1
92900,9
92904,2
92911,7
92915,1
92921,7
92927,5
92934,9
92936,9
92949,11
92951,4
92957,1
92964,5
92970,4
92972,5
92974,3
92977,1
92978,1
92993,9
93003,7
93004,2
93011,3
93012,4
93016,1
93019,9
93021,17
93027,9
93031,5
93040,7
93041,6
93054,23
93057,17
93060,1
93063,1
93065,1
93067,7
93070,1
93071,3
93073,10
93074,4
93080,4
93082,13
93084,9
93089,1
93095,1
93099,1
93102,1
93115,1
93122,6
93123,4
93124,2
93132,16
93148,1
93154,14
93155,9
93158,1
93162,3
93175,2
93178,6
93181,2
93192,2
93203,8
93207,6
93208,7
93216,1
93225,1
93226,4
93230,10
93234,3
93248,5
93251,10
93253,5
93254,1
93258,2
93259,1
93262,4
93263,8
93273,2
93276,4
93282,1
93289,3
93291,14
93309,1
93313,9
93320,7
93325,9
93330,4
93335,3
93340,6
93345,6
93359,2
93370,7
93371,4
93372,2
93382,4
93384,8
93395,6
93396,12
93403,1
93404,13
93411,1
93413,9
93416,9
93424,10
93426,1
93430,3
93433,10
93445,7
93460,7
93467,3
93471,2
93476,2
93477,1
93479,7
93484,5
93486,10
93490,1
93494,4
93498,5
93512,1
93523,8
93524,1
93525,4
93529,1
93538,1
93542,12
93549,11
93551,2
93557,1
93558,1
93560,1
93570,7
93573,1
93587,21
93592,1
93593,2
93607,3
93620,5
93624,4
93627,1
93632,7
93640,5
93641,8
