ip,day,hour,ip_day_hour_channel_0
75727,6,16,3
75727,10,4,8
75745,6,16,7
75748,10,4,3
75750,10,4,1
75754,6,16,6
75754,10,4,3
75765,10,4,3
75777,6,16,3
75777,10,4,2
75786,6,16,5
75786,10,4,7
75794,6,16,5
75794,10,4,6
75795,10,4,6
75799,6,16,5
75799,10,4,1
75804,6,16,1
75804,10,4,1
75807,10,4,6
75813,6,16,1
75813,10,4,3
75825,6,16,6
75825,10,4,4
75826,10,4,1
75830,6,16,2
75830,10,4,13
75836,10,4,2
75843,10,4,12
75844,10,4,3
75846,10,4,3
75854,10,4,2
75856,6,16,6
75856,10,4,5
75858,6,16,3
75858,10,4,4
75865,6,16,7
75865,10,4,4
75868,10,4,2
75871,10,4,1
75873,6,16,1
75885,6,16,18
75885,10,4,22
75886,6,16,3
75886,10,4,10
75895,10,4,5
75897,6,16,2
75898,6,16,7
75898,10,4,1
75899,6,16,9
75899,10,4,9
75904,6,16,2
75904,10,4,1
75912,10,4,5
75919,10,4,2
75921,10,4,5
75922,10,4,4
75923,10,4,5
75925,10,4,1
75926,10,4,8
75927,6,16,3
75927,10,4,1
75931,6,16,20
75931,10,4,6
75933,10,4,1
75939,10,4,9
75951,10,4,1
75952,10,4,5
75957,10,4,1
75959,6,16,4
75969,10,4,2
75980,6,16,7
75982,10,4,8
75984,10,4,2
75991,6,16,5
75994,10,4,8
75995,10,4,1
76004,6,16,3
76009,6,16,1
76012,6,16,1
76015,10,4,6
76022,6,16,16
76022,10,4,1
76027,10,4,7
76031,6,16,2
76038,10,4,1
76040,10,4,4
76045,6,16,1
76047,10,4,2
76050,10,4,5
76056,6,16,9
76060,10,4,5
76069,10,4,6
76071,10,4,1
76080,6,16,2
76085,10,4,12
76094,6,16,1
76103,10,4,10
76109,6,16,6
76109,10,4,1
76117,10,4,3
76122,10,4,2
76130,6,16,5
76134,10,4,8
76137,10,4,23
76141,6,16,5
76163,10,4,1
76165,10,4,1
76167,6,16,7
76171,6,16,2
76178,10,4,13
76180,10,4,1
76181,10,4,4
76199,10,4,5
76211,6,16,8
76211,10,4,17
76217,6,16,11
76217,10,4,6
76241,6,16,12
76241,10,4,10
76243,6,16,2
76265,10,4,1
76278,10,4,1
76295,10,4,6
76298,10,4,4
76302,10,4,6
76323,6,16,1
76325,10,4,2
76330,10,4,1
76339,10,4,2
76341,6,16,1
76344,10,4,4
76366,6,16,2
76374,6,16,3
76374,10,4,1
76389,6,16,1
76389,10,4,5
76396,10,4,4
76397,10,4,1
76398,6,16,9
76413,6,16,2
76420,10,4,1
76430,10,4,6
76440,6,16,13
76445,6,16,5
76453,10,4,10
76462,10,4,1
76467,10,4,3
76468,6,16,5
76468,10,4,1
76471,6,16,1
76471,10,4,1
76472,10,4,10
76473,10,4,3
76488,6,16,3
76493,10,4,1
76498,10,4,3
76508,6,16,1
76508,10,4,19
76512,10,4,13
76517,6,16,1
76529,6,16,11
76531,6,16,5
76531,10,4,7
76532,10,4,1
76540,10,4,11
76541,6,16,3
76541,10,4,1
76546,6,16,2
76546,10,4,2
76557,10,4,1
76560,10,4,7
76563,10,4,1
76564,6,16,12
76571,6,16,1
76571,10,4,1
76586,10,4,1
76588,10,4,1
76592,6,16,1
76598,10,4,16
76609,6,16,1
76609,10,4,10
76612,10,4,8
76616,6,16,1
76616,10,4,2
76619,10,4,6
76629,10,4,1
76637,10,4,1
76646,10,4,1
76647,10,4,8
76648,6,16,1
76648,10,4,9
76655,6,16,7
76660,10,4,1
76662,10,4,4
76677,10,4,4
76679,10,4,15
76681,6,16,13
76681,10,4,5
76683,6,15,2
76687,6,16,3
76687,10,4,10
76689,10,4,7
76691,10,4,7
76697,6,16,2
76697,10,4,1
76703,6,16,1
76707,10,4,2
76710,6,16,2
76710,10,4,1
76712,10,4,4
76718,6,16,7
76718,10,4,2
76726,6,16,3
76727,6,16,1
76727,10,4,1
76736,6,16,2
76736,10,4,15
76740,6,16,2
76741,6,16,8
76741,10,4,12
76744,6,16,17
76745,6,16,8
76745,10,4,5
76749,6,16,1
76759,6,16,3
76759,10,4,11
76761,10,4,10
76764,10,4,16
76765,10,4,2
76769,10,4,1
76772,6,16,12
76772,10,4,15
76784,6,16,2
76788,6,16,19
76788,10,4,2
76792,10,4,8
76794,10,4,1
76796,6,16,4
76797,10,4,1
76800,6,16,3
76800,10,4,9
76802,6,16,7
76803,10,4,4
76811,6,16,4
76811,10,4,15
76812,6,16,1
76812,10,4,4
76817,10,4,1
76819,10,4,5
76822,6,16,1
76822,10,4,9
76827,6,16,4
76827,10,4,5
76833,10,4,3
76837,6,16,2
76837,10,4,6
76848,6,16,6
76853,6,16,3
76855,6,16,31
76855,10,4,7
76860,10,4,1
76867,10,4,2
76872,6,16,9
76872,10,4,1
76877,6,16,2
76877,10,4,1
76883,6,16,2
76883,10,4,4
76885,6,16,17
76885,10,4,8
76900,6,16,12
76900,10,4,13
76910,10,4,2
76911,10,4,3
76914,10,4,8
76917,10,4,2
76919,6,16,20
76919,10,4,13
76920,10,4,2
76921,10,4,15
76926,10,4,4
76932,6,16,9
76932,10,4,5
76939,10,4,2
76944,6,16,2
76944,10,4,2
76953,6,16,3
76966,6,16,14
76966,10,4,8
76969,6,16,4
76973,10,4,3
76979,10,4,3
76981,10,4,5
76987,10,4,8
76989,6,16,9
76989,10,4,9
76999,10,4,2
77004,6,16,2
77004,10,4,3
77013,10,4,1
77016,6,16,16
77024,10,4,3
77029,6,16,5
77029,10,4,20
77032,10,4,4
77037,10,4,10
77041,10,4,8
77045,10,4,1
77048,6,16,101
77048,10,4,53
77050,10,4,13
77051,10,4,2
77055,6,16,8
77055,10,4,7
77063,6,16,2
77065,6,16,14
77065,10,4,2
77070,10,4,1
77077,10,4,1
77078,10,4,7
77081,6,16,10
77081,10,4,12
77083,6,16,2
77085,6,16,6
77085,10,4,5
77088,10,4,4
77099,10,4,8
77103,10,4,10
77104,10,4,1
77107,6,16,17
77107,10,4,13
77108,6,16,1
77108,10,4,8
77111,6,16,1
77125,6,16,2
77125,10,4,6
77126,10,4,2
77127,10,4,12
77128,6,16,3
77128,10,4,3
77133,10,4,6
77136,10,4,1
77147,6,16,3
77147,10,4,2
77148,6,16,4
77148,10,4,7
77150,10,4,6
77155,6,16,1
77167,10,4,2
77182,10,4,2
77183,6,16,10
77183,10,4,22
77186,6,16,2
77186,10,4,22
77188,6,16,1
77209,6,16,4
77213,10,4,18
77214,10,4,7
77216,10,4,2
77219,10,4,5
77233,6,16,13
77233,10,4,26
77237,6,16,4
77237,10,4,1
77240,6,16,1
77240,10,4,2
77243,10,4,4
77247,6,16,1
77247,10,4,3
77254,10,4,2
77257,6,16,14
77257,10,4,17
77266,6,16,23
77266,10,4,3
77268,10,4,11
77271,10,4,7
77276,6,16,4
77277,6,16,7
77282,6,16,1
77282,10,4,1
77285,6,16,23
77285,10,4,8
77294,6,16,3
77294,10,4,5
77295,6,16,6
77295,10,4,6
77306,6,16,1
77307,6,16,4
77312,10,4,7
77314,6,16,1
77314,10,4,9
77318,6,16,19
77318,10,4,5
77325,6,16,3
77325,10,4,4
77328,6,16,3
77328,10,4,6
77331,6,16,1
77332,10,4,1
77335,10,4,7
77345,6,16,5
77345,10,4,9
77346,10,4,1
77351,6,16,2
77355,6,16,9
77355,10,4,15
77358,10,4,1
77359,10,4,3
77361,6,16,10
77361,10,4,6
77363,10,4,1
77379,6,16,4
77379,10,4,8
77391,6,16,14
77391,10,4,21
77399,6,16,10
77399,10,4,1
77400,10,4,8
77403,6,16,2
77403,10,4,9
77406,6,16,3
77406,10,4,9
77407,6,16,17
77407,10,4,1
77416,10,4,5
77420,6,16,2
77420,10,4,2
77429,6,16,2
77436,10,4,1
77437,6,16,2
77437,10,4,9
77457,6,16,3
77457,10,4,4
77464,10,4,1
77467,10,4,5
77468,6,16,7
77468,10,4,8
77470,10,4,1
77475,10,4,6
77476,10,4,2
77494,6,16,12
77494,10,4,1
77497,10,4,1
77499,6,16,7
77499,10,4,1
77508,10,4,6
77509,6,16,1
77509,10,4,6
77513,10,4,2
77516,10,4,1
77523,6,16,9
77523,10,4,15
77532,6,16,3
77538,10,4,2
77540,10,4,1
77543,6,16,6
77550,10,4,2
77551,6,16,1
77551,10,4,3
77553,6,16,10
77553,10,4,10
77556,10,4,1
77563,6,16,16
77563,10,4,4
77565,10,4,1
77567,6,16,2
77569,6,16,6
77572,6,16,1
77574,10,4,17
77577,10,4,1
77580,6,16,2
77580,10,4,1
77582,6,16,3
77582,10,4,12
77583,10,4,1
77587,10,4,1
77589,10,4,1
77594,6,16,2
77594,10,4,10
77600,6,16,1
77604,10,4,2
77606,10,4,8
77609,10,4,2
77610,6,16,10
77610,10,4,6
77611,10,4,2
77612,10,4,2
77614,6,16,2
77616,10,4,5
77623,10,4,6
77626,10,4,11
77628,10,4,2
77631,10,4,1
77639,10,4,1
77644,6,16,7
77644,10,4,14
77647,6,16,12
77647,10,4,2
77655,6,16,10
77655,10,4,17
77658,6,16,7
77658,10,4,8
77659,10,4,17
77663,10,4,14
77666,6,16,3
77666,10,4,1
77668,10,4,10
77674,10,4,2
77703,6,16,4
77703,10,4,4
77711,6,16,2
77713,6,16,1
77717,10,4,2
77727,10,4,10
77728,10,4,1
77730,6,16,14
77731,10,4,5
77736,10,4,4
77737,10,4,5
77748,6,16,3
77748,10,4,2
77756,10,4,1
77759,6,16,8
77763,6,16,5
77763,10,4,4
77765,10,4,3
77766,10,4,6
77769,6,16,8
77772,6,16,1
77772,10,4,7
77775,6,16,7
77775,10,4,1
77790,6,16,1
77790,10,4,4
77792,6,16,9
77792,10,4,8
77796,10,4,1
77797,10,4,8
77799,6,16,13
77799,10,4,1
77802,10,4,1
77809,6,16,6
77819,10,4,8
77821,10,4,6
77825,6,16,2
77835,10,4,2
77840,6,16,14
77840,10,4,10
77841,10,4,2
77866,6,16,21
77866,10,4,4
77867,6,16,9
77868,10,4,7
77872,10,4,1
77883,6,16,10
77884,6,16,4
77884,10,4,1
77891,10,4,1
77894,10,4,1
77895,10,4,2
77896,6,16,1
77899,6,16,2
77899,10,4,3
77900,6,16,8
77901,6,16,3
77901,10,4,1
77906,10,4,2
77912,10,4,1
77913,10,4,2
77914,10,4,7
77919,10,4,8
77928,10,4,1
77936,10,4,2
77937,10,4,10
77943,6,16,5
77949,6,16,17
77949,10,4,1
77950,10,4,18
77958,6,16,1
77958,10,4,4
77968,6,16,3
77968,10,4,1
77970,10,4,4
77972,10,4,2
77979,10,4,3
77983,10,4,6
78000,6,16,1
78000,10,4,12
78009,10,4,9
78019,10,4,1
78022,6,16,6
78025,10,4,1
78029,10,4,1
78068,6,16,1
78068,10,4,1
78073,10,4,1
78085,6,16,15
78085,10,4,9
78089,10,4,3
78090,6,16,2
78090,10,4,7
78093,10,4,3
78097,6,16,7
78097,10,4,2
78103,10,4,8
78105,10,4,11
78117,10,4,1
78119,6,15,1
78119,6,16,6
78120,10,4,14
78124,10,4,4
78133,10,4,2
78139,10,4,1
78144,10,4,6
78145,10,4,4
78150,6,16,2
78150,10,4,6
78157,10,4,1
78166,10,4,6
78167,10,4,2
78173,6,16,1
78173,10,4,7
78182,10,4,3
78186,6,16,9
78186,10,4,9
78199,10,4,13
78214,10,4,1
78223,10,4,5
78225,6,16,2
78230,10,4,2
78243,6,16,4
78243,10,4,1
78245,6,16,4
78252,10,4,9
78262,6,16,1
78265,6,16,2
78272,6,16,5
78277,10,4,1
78289,6,16,2
78289,10,4,2
78290,6,16,1
78290,10,4,1
78293,10,4,1
78319,10,4,9
78321,10,4,5
78329,6,16,3
78330,10,4,7
78332,10,4,4
78349,6,15,2
78349,6,16,4
78353,6,16,20
78353,10,4,17
78355,6,16,1
78366,6,16,11
78367,6,16,1
78377,10,4,1
78385,10,4,2
78387,10,4,1
78397,10,4,1
78398,10,4,4
78416,10,4,8
78420,6,16,9
78420,10,4,6
78421,10,4,1
78422,10,4,1
78423,6,16,3
78423,10,4,6
78446,6,16,9
78446,10,4,1
78449,10,4,10
78450,6,16,7
78450,10,4,3
78452,10,4,2
78473,6,16,23
78473,10,4,6
78476,10,4,1
78477,6,16,11
78477,10,4,9
78478,6,16,2
78482,6,16,7
78482,10,4,1
78484,6,16,1
78484,10,4,1
78491,10,4,1
78492,10,4,2
78493,10,4,4
78500,6,16,1
78500,10,4,5
78502,10,4,1
78506,6,16,5
78507,6,16,15
78507,10,4,6
78512,10,4,2
78513,10,4,1
78519,10,4,1
78526,6,16,6
78526,10,4,5
78529,10,4,5
78536,6,16,4
78544,6,16,8
78553,6,16,4
78553,10,4,10
78564,10,4,11
78565,10,4,9
78574,6,16,6
78580,6,16,2
78580,10,4,1
78592,10,4,1
78599,6,16,6
78599,10,4,12
78600,6,16,1
78600,10,4,6
78606,10,4,1
78608,10,4,7
78616,10,4,3
78619,10,4,2
78620,6,16,4
78621,10,4,2
78622,6,16,7
78627,6,16,3
78632,10,4,10
78638,10,4,3
78646,6,16,1
78646,10,4,6
78648,10,4,5
78651,10,4,1
78666,6,16,1
78672,10,4,10
78673,6,16,8
78673,10,4,4
78678,10,4,7
78702,10,4,3
78704,10,4,1
78707,10,4,4
78709,10,4,1
78716,6,16,3
78716,10,4,6
78725,6,16,10
78730,6,16,1
78730,10,4,1
78735,10,4,6
78736,10,4,1
78739,10,4,4
78741,6,16,2
78754,10,4,1
78757,10,4,1
78772,6,16,1
78772,10,4,1
78776,6,16,2
78776,10,4,7
78778,6,16,11
78784,6,16,4
78787,6,16,3
78787,10,4,8
78789,10,4,11
78796,6,16,1
78797,10,4,1
78801,10,4,5
78809,6,16,1
78809,10,4,1
78817,10,4,4
78818,10,4,2
78827,6,16,1
78827,10,4,1
78829,10,4,5
78833,10,4,6
78837,10,4,4
78846,10,4,4
78851,10,4,6
78853,6,15,1
78853,6,16,5
78856,10,4,7
78857,10,4,1
78874,6,16,3
78876,10,4,5
78878,10,4,8
78880,10,4,5
78881,6,16,7
78881,10,4,4
78882,10,4,7
78888,10,4,1
78895,10,4,5
78896,6,16,7
78896,10,4,3
78899,10,4,1
78905,10,4,4
78910,6,15,1
78910,10,4,8
78911,6,16,2
78911,10,4,5
78927,6,16,1
78927,10,4,1
78928,10,4,10
78929,10,4,13
78939,10,4,1
78943,10,4,20
78945,6,16,2
78946,10,4,19
78948,6,16,3
78950,10,4,9
78954,10,4,2
78959,10,4,1
78960,6,16,21
78960,10,4,3
78961,10,4,8
78963,10,4,12
78974,10,4,17
78977,6,16,2
78981,6,16,1
78981,10,4,13
78990,10,4,5
78992,10,4,11
78993,6,16,1
79001,6,16,2
79012,10,4,17
79019,6,16,2
79019,10,4,1
79023,6,16,6
79025,6,16,3
79025,10,4,1
79044,6,16,4
79044,10,4,3
79047,10,4,11
79049,10,4,14
79051,6,16,1
79066,10,4,21
79067,10,4,18
79075,6,16,4
79075,10,4,1
79088,10,4,10
79090,10,4,21
79091,10,4,3
79095,10,4,10
79097,10,4,1
79098,6,16,4
79108,10,4,1
79113,10,4,2
79121,10,4,19
79129,10,4,5
79130,6,16,12
79136,10,4,9
79139,10,4,7
79140,10,4,2
79146,6,16,2
79146,10,4,6
79151,10,4,1
79153,10,4,1
79155,10,4,4
79157,10,4,9
79163,10,4,9
79166,10,4,4
79172,10,4,5
79176,6,16,1
79180,10,4,6
79182,6,16,15
79182,10,4,1
79187,6,16,11
79187,10,4,2
79193,10,4,1
79195,10,4,12
79197,10,4,1
79205,6,16,3
79205,10,4,7
79213,6,15,1
79213,6,16,4
79213,10,4,5
79223,10,4,6
79226,6,16,3
79237,6,16,1
79237,10,4,2
79238,10,4,9
79257,6,16,2
79258,6,16,6
79258,10,4,1
79271,6,16,12
79271,10,4,6
79277,10,4,13
79281,6,16,4
79295,10,4,1
79300,6,16,15
79300,10,4,4
79308,10,4,15
79329,10,4,1
79331,10,4,5
79332,6,16,5
79332,10,4,3
79352,6,16,8
79352,10,4,15
79370,10,4,2
79372,6,16,14
79374,10,4,1
79384,6,16,7
79389,6,16,2
79389,10,4,1
79396,10,4,12
79421,10,4,2
79437,6,16,1
79437,10,4,5
79448,10,4,1
79456,6,16,1
79456,10,4,1
79459,10,4,4
79474,10,4,2
79478,10,4,1
79479,10,4,1
79492,10,4,1
79517,10,4,1
79527,10,4,2
79528,6,16,9
79528,10,4,1
79539,6,16,7
79539,10,4,1
79555,10,4,1
79582,10,4,4
79583,10,4,2
79585,10,4,12
79593,6,16,2
79593,10,4,2
79596,10,4,13
79602,6,16,6
79607,10,4,1
79614,6,16,24
79616,6,16,2
79616,10,4,4
79631,6,16,15
79640,6,16,3
79662,6,16,13
79662,10,4,1
79665,10,4,9
79666,6,16,2
79666,10,4,9
79667,10,4,10
79671,6,16,4
79673,6,16,4
79673,10,4,2
79678,6,16,11
79678,10,4,7
79680,10,4,1
79686,6,16,14
79686,10,4,1
79692,10,4,11
79697,10,4,1
79702,10,4,2
79707,6,16,5
79707,10,4,1
79713,10,4,16
79715,10,4,8
79718,10,4,8
79724,6,16,1
79731,6,16,5
79734,10,4,2
79738,6,16,2
79738,10,4,1
79740,10,4,1
79745,6,16,18
79745,10,4,11
79751,10,4,1
79756,6,16,2
79756,10,4,3
79757,6,16,5
79757,10,4,1
79766,10,4,9
79769,6,16,2
79769,10,4,1
79771,6,16,6
79771,10,4,21
79776,10,4,9
79779,6,16,7
79786,6,16,9
79787,6,16,3
79787,10,4,21
79799,10,4,11
79800,6,16,1
79800,10,4,1
79804,10,4,8
79806,6,16,2
79808,6,16,5
79809,10,4,1
79815,10,4,4
79818,10,4,9
79821,6,16,4
79821,10,4,1
79824,10,4,1
79827,6,16,68
79827,10,4,45
79828,6,16,2
79828,10,4,5
79851,6,16,2
79854,6,16,2
79857,6,16,124
79857,10,4,47
79860,10,4,4
79865,10,4,5
79874,6,16,20
79874,10,4,5
79875,6,16,7
79877,6,16,14
79877,10,4,8
79881,6,16,65
79881,10,4,53
79892,10,4,2
79894,10,4,1
79901,6,16,1
79901,10,4,2
79902,10,4,8
79906,10,4,8
79909,6,16,77
79909,10,4,47
79916,10,4,6
79919,10,4,6
79925,10,4,6
79926,6,16,2
79941,6,16,5
79942,10,4,1
79950,6,16,2
79950,10,4,3
79970,10,4,9
79973,10,4,11
79979,10,4,1
79981,10,4,3
79982,10,4,4
79988,10,4,1
79990,10,4,1
80000,10,4,2
80002,10,4,9
80023,10,4,1
80026,6,16,7
80026,10,4,1
80029,6,16,8
80029,10,4,2
80035,10,4,14
80036,10,4,9
80041,10,4,4
80046,10,4,1
80049,10,4,6
80053,6,16,6
80053,10,4,8
80058,6,16,10
80058,10,4,5
80059,10,4,5
80075,10,4,13
80080,6,16,17
80080,10,4,7
80084,6,16,3
80088,10,4,7
80096,6,16,4
80101,6,16,6
80101,10,4,1
80110,6,16,2
80110,10,4,1
80113,6,16,4
80114,6,16,11
80114,10,4,24
80119,10,4,3
80121,10,4,9
80124,6,16,2
80136,6,16,3
80140,6,16,17
80141,10,4,4
80142,6,16,4
80148,10,4,6
80153,6,16,12
80153,10,4,1
80155,6,16,6
80160,10,4,2
80163,6,16,28
80163,10,4,1
80166,10,4,4
80167,10,4,2
80180,6,16,2
80188,6,16,1
80188,10,4,7
80192,10,4,1
80193,6,16,2
80193,10,4,1
80195,10,4,8
80209,10,4,4
80218,6,16,1
80219,6,16,1
80219,10,4,9
80220,10,4,2
80223,6,16,4
80223,10,4,5
80228,6,16,12
80228,10,4,8
80233,6,16,4
80233,10,4,9
80243,10,4,2
80248,6,16,7
80248,10,4,3
80249,10,4,8
80257,6,16,1
80259,10,4,8
80262,10,4,1
80267,10,4,3
80272,10,4,1
80273,6,16,1
80275,6,16,9
80275,10,4,2
80277,6,16,2
80282,6,16,1
80288,10,4,1
80292,10,4,4
80293,10,4,1
80299,6,16,1
80300,10,4,20
80305,6,16,5
80305,10,4,2
80306,6,16,4
80306,10,4,13
80316,6,16,4
80316,10,4,1
80318,10,4,1
80324,10,4,8
80327,10,4,1
80328,10,4,2
80331,10,4,3
80332,10,4,1
80335,6,16,1
80335,10,4,3
80348,6,16,1
80356,10,4,1
80357,6,16,26
80364,10,4,4
80368,6,16,1
80369,10,4,1
80372,6,16,4
80372,10,4,7
80377,10,4,3
80379,10,4,1
80384,6,16,1
80388,10,4,10
80389,10,4,3
80395,6,16,6
80395,10,4,6
80398,6,16,1
80398,10,4,6
80402,10,4,12
80405,10,4,2
80406,10,4,3
80409,6,16,2
80409,10,4,19
80413,6,16,9
80413,10,4,1
80416,6,16,4
80416,10,4,7
80418,10,4,1
80424,10,4,1
80428,6,16,13
80428,10,4,22
80431,10,4,30
80432,10,4,3
80436,10,4,11
80437,6,16,10
80437,10,4,1
80438,6,16,2
80438,10,4,1
80439,10,4,1
80443,10,4,5
80444,10,4,7
80446,6,16,16
80446,10,4,2
80447,6,14,1
80447,6,16,1
80447,10,4,5
80450,6,16,12
80450,10,4,6
80455,10,4,6
80458,6,16,5
80458,10,4,4
80465,10,4,8
80466,6,16,2
80466,10,4,11
80468,6,16,2
80468,10,4,7
80476,6,16,17
80476,10,4,12
80477,10,4,11
80482,10,4,1
80485,10,4,2
80487,6,16,5
80488,10,4,1
80494,10,4,5
80507,10,4,8
80510,10,4,2
80525,10,4,4
80527,10,4,1
80532,6,16,4
80532,10,4,21
80533,10,4,5
80539,6,16,14
80539,10,4,6
80542,10,4,2
80547,10,4,7
80559,10,4,4
80560,6,16,6
80560,10,4,10
80561,6,16,1
80561,10,4,4
80583,10,4,7
80592,10,4,4
80598,10,4,4
80605,10,4,10
80606,10,4,2
80614,6,16,2
80622,10,4,1
80631,10,4,1
80634,10,4,13
80639,10,4,3
80644,6,16,1
80655,10,4,1
80660,10,4,4
80672,10,4,11
80675,10,4,11
80676,10,4,18
80681,10,4,5
80686,6,16,14
80686,10,4,15
80689,10,4,1
80690,6,16,2
80690,10,4,4
80697,10,4,2
80700,10,4,12
80703,10,4,5
80705,10,4,1
80707,6,16,3
80712,10,4,4
80723,6,16,1
80724,6,16,1
80724,10,4,2
80726,6,16,4
80736,6,16,1
80740,6,16,1
80740,10,4,2
80743,10,4,1
80755,10,4,4
80769,10,4,1
80770,10,4,1
80781,6,16,1
80781,10,4,4
80791,10,4,1
80806,6,16,8
80808,10,4,1
80810,6,16,1
80813,6,16,11
80823,10,4,1
80827,6,16,3
80827,10,4,19
80835,10,4,3
80839,10,4,1
80867,10,4,5
80881,10,4,3
80886,6,16,3
80886,10,4,2
80888,10,4,5
80890,6,16,9
80890,10,4,5
80893,10,4,1
80908,6,16,12
80908,10,4,5
80919,6,16,1
80935,6,16,2
80935,10,4,10
80974,6,16,6
80974,10,4,20
80975,6,16,6
80977,10,4,1
80987,6,16,2
80992,10,4,7
81001,10,4,1
81005,10,4,6
81007,10,4,3
81009,6,16,2
81013,6,16,3
81013,10,4,15
81030,6,16,1
81030,10,4,4
81068,6,16,2
81068,10,4,3
81076,6,16,3
81076,10,4,9
81077,10,4,1
81079,6,16,6
81079,10,4,3
81082,6,16,5
81085,10,4,6
81097,6,16,15
81097,10,4,12
81100,6,16,1
81100,10,4,3
81102,6,16,5
81102,10,4,4
81104,6,16,3
81121,6,16,7
81121,10,4,7
81138,6,16,6
81159,6,16,8
81161,6,16,6
81167,6,16,18
81167,10,4,1
81170,10,4,1
81175,6,16,4
81175,10,4,1
81187,10,4,2
81199,10,4,9
81201,10,4,11
81204,10,4,2
81211,6,16,8
81211,10,4,1
81220,6,16,9
81229,6,16,2
81239,10,4,1
81240,10,4,13
81245,6,16,9
81253,10,4,1
81261,6,16,4
81261,10,4,5
81263,6,16,1
81263,10,4,2
81273,10,4,1
81280,10,4,1
81282,10,4,4
81283,6,16,4
81285,6,16,15
81285,10,4,1
81290,10,4,1
81300,6,16,2
81312,10,4,7
81315,10,4,3
81319,6,16,2
81319,10,4,1
81320,10,4,3
81327,10,4,4
81331,6,16,2
81331,10,4,1
81341,6,16,7
81341,10,4,8
81347,10,4,9
81350,6,16,2
81354,6,16,1
81354,10,4,1
81356,6,16,1
81356,10,4,3
81358,10,4,10
81363,6,16,3
81363,10,4,1
81372,10,4,6
81374,6,16,8
81377,6,16,4
81377,10,4,2
81380,6,16,1
81386,6,16,1
81398,6,16,1
81398,10,4,2
81402,6,16,1
81404,6,16,3
81404,10,4,1
81415,6,16,1
81415,10,4,16
81416,10,4,11
81417,10,4,2
81419,6,16,4
81419,10,4,36
81424,6,16,9
81424,10,4,1
81428,6,16,24
81428,10,4,1
81434,10,4,2
81439,10,4,2
81443,10,4,3
81445,10,4,1
81447,6,16,6
81447,10,4,1
81448,6,16,3
81449,6,16,4
81449,10,4,2
81456,6,16,12
81456,10,4,1
81458,6,16,15
81458,10,4,2
81459,10,4,1
81463,10,4,1
81469,10,4,3
81474,10,4,3
81476,6,16,7
81476,10,4,11
81480,10,4,5
81484,6,16,9
81500,10,4,1
81501,6,16,4
81501,10,4,10
81502,10,4,1
81504,6,16,1
81504,10,4,1
81507,6,16,2
81508,10,4,5
81513,6,16,16
81513,10,4,10
81514,6,15,1
81514,6,16,22
81514,10,4,19
81518,10,4,6
81522,6,16,35
81522,10,4,15
81524,10,4,1
81526,6,16,1
81541,6,16,13
81541,10,4,5
81545,10,4,5
81548,6,16,5
81548,10,4,8
81549,6,16,9
81550,6,16,11
81550,10,4,10
81552,6,16,3
81556,6,16,3
81556,10,4,15
81571,6,16,13
81571,10,4,6
81572,6,16,7
81574,6,16,3
81577,10,4,3
81582,6,16,1
81586,6,16,6
81587,6,16,4
81595,10,4,1
81598,6,16,3
81606,6,16,6
81606,10,4,17
81607,6,16,3
81610,6,16,2
81610,10,4,3
81612,10,4,2
81613,6,16,17
81613,10,4,3
81614,6,16,5
81614,10,4,1
81624,6,16,1
81624,10,4,6
81629,6,16,36
81629,10,4,4
81632,10,4,8
81634,6,16,7
81634,10,4,15
81637,10,4,8
81643,6,16,2
81643,10,4,3
81646,10,4,1
81648,10,4,2
81654,6,16,10
81654,10,4,2
81662,6,16,31
81662,10,4,8
81667,6,16,1
81667,10,4,6
81672,10,4,4
81674,6,16,3
81674,10,4,3
81675,10,4,3
81683,6,16,1
81685,6,16,16
81689,10,4,3
81695,10,4,4
81696,6,16,1
81698,6,16,25
81698,10,4,13
81699,6,16,6
81706,10,4,3
81710,10,4,1
81711,10,4,9
81714,6,16,20
81714,10,4,3
81717,6,16,2
81717,10,4,3
81719,10,4,1
81721,10,4,2
81725,6,16,4
81725,10,4,2
81729,6,16,8
81731,6,16,1
81736,6,16,13
81736,10,4,3
81737,6,16,1
81737,10,4,10
81745,6,16,4
81753,6,16,9
81753,10,4,6
81761,10,4,1
81763,10,4,2
81767,10,4,1
81768,6,16,2
81773,10,4,4
81776,6,16,11
81776,10,4,6
81779,6,16,1
81779,10,4,1
81786,6,16,1
81786,10,4,2
81787,10,4,1
81788,6,16,1
81792,6,16,13
81792,10,4,9
81802,10,4,1
81807,6,16,36
81807,10,4,1
81812,6,16,14
81812,10,4,18
81814,6,16,18
81814,10,4,3
81816,10,4,1
81817,6,16,4
81821,6,16,2
81821,10,4,7
81824,6,16,1
81829,10,4,6
81834,6,16,5
81834,10,4,16
81837,6,16,18
81837,10,4,12
81839,10,4,8
81846,6,16,14
81846,10,4,10
81854,10,4,3
81859,6,16,4
81859,10,4,4
81863,6,16,17
81863,10,4,2
81876,6,16,25
81876,10,4,1
81878,10,4,2
81881,10,4,11
81883,10,4,4
81895,6,16,3
81895,10,4,4
81896,6,16,22
81896,10,4,17
81897,6,16,1
81898,6,16,12
81906,6,16,3
81909,6,16,4
81909,10,4,1
81911,6,16,2
81911,10,4,1
81919,6,16,2
81922,6,16,15
81922,10,4,3
81928,10,4,3
81929,10,4,1
81935,6,16,15
81935,10,4,18
81936,6,16,3
81936,10,4,3
