ip,channel,os,ip_channel_os_confRate
74860,459,2,0.0
74861,107,22,0.0
74861,125,8,0.0
74861,134,13,0.0
74861,140,13,0.0
74861,145,13,0.0
74861,265,8,0.0
74861,280,8,0.0
74878,140,19,0.0
74878,153,19,0.0
74878,215,19,0.0
74878,259,19,0.0
74878,400,19,0.0
74881,134,19,0.0
74881,140,19,0.0
74881,145,19,0.0
74889,280,19,0.0
74894,140,13,0.0
74894,153,13,0.0
74894,215,13,0.0
74894,259,13,0.0
74894,459,6,0.0
74924,245,19,0.0
74924,280,41,0.0
74924,459,19,0.0
74936,245,19,0.0
74952,107,19,0.0
74952,124,19,0.0
74952,153,15,0.0
74952,153,19,0.0
74952,205,19,0.0
74952,215,15,0.0
74952,219,19,0.0
74952,386,19,0.0
74952,424,19,0.0
74952,459,19,0.0
74952,463,19,0.0
74957,134,16,0.0
74957,178,16,0.0
74957,265,19,0.0
74957,280,16,0.0
74957,325,19,0.0
74957,379,19,0.0
74957,469,19,0.0
74967,265,19,0.0
74978,215,3,0.0
74987,265,17,0.0
74987,280,17,0.0
74999,107,53,0.0
74999,115,19,0.0
74999,125,19,0.0
74999,135,19,0.0
74999,259,19,0.0
74999,259,53,0.0
74999,265,53,0.0
74999,280,53,0.0
74999,417,19,0.0
74999,442,19,0.0
74999,459,53,0.0
75007,107,19,0.0
75007,121,19,0.0
75007,122,19,0.0
75007,124,3,0.0
75007,124,19,0.0
75007,125,13,0.0
75007,134,19,0.0
75007,137,13,0.0
75007,153,3,0.0
75007,211,15,0.0
75007,219,3,0.0
75007,234,13,0.0
75007,234,56,0.0
75007,245,13,0.0
75007,245,15,0.0
75007,245,19,0.0
75007,259,13,0.0
75007,259,56,0.0
75007,401,3,0.0
75007,401,19,0.0
75007,409,3,0.0
75007,412,3,0.0
75007,439,37,0.0
75007,442,3,0.0
75007,452,3,0.0
75007,452,19,0.0
75007,477,16,0.0
75007,497,3,0.0
75007,497,19,0.0
75026,137,19,0.0
75026,245,19,0.0
75044,265,15,0.0
75044,280,15,0.0
75090,121,10,0.0
75090,245,10,0.0
75091,134,13,0.0
75091,315,13,0.0
75091,319,13,0.0
75091,349,13,0.0
75091,466,13,0.0
75091,469,13,0.0
75092,110,20,0.0
75092,134,20,0.0
75092,178,20,0.0
75092,280,20,0.0
75185,135,13,0.0
75185,266,13,0.0
75185,409,13,0.0
75185,489,13,0.0
75200,121,22,0.0
75200,237,25,0.0
75200,245,22,0.0
75200,379,20,0.0
75200,430,20,0.0
75200,469,20,0.0
75221,481,13,0.0
75229,347,607,0.0
75238,107,3,0.0
75238,128,20,0.0
75238,420,3,0.0
75264,107,607,0.0
75264,125,17,0.0
75264,232,13,0.0
75264,243,13,0.0
75264,265,19,0.0
75275,134,9,0.0
75275,140,9,0.0
75275,145,9,0.0
75281,107,20,0.0
75281,107,607,0.0
75281,125,18,0.0
75281,145,18,0.0
75281,178,18,0.0
75281,258,18,0.0
75281,259,18,0.0
75281,442,18,0.0
75300,115,13,0.0
75300,125,13,0.0
75300,135,13,0.0
75300,140,13,0.0
75300,259,13,0.0
75300,265,13,0.0
75300,280,13,0.0
75300,417,13,0.0
75300,442,13,0.0
75305,115,20,0.0
75305,122,19,0.0
75305,125,13,0.0
75305,125,20,0.0
75305,135,20,0.0
75305,259,20,0.0
75305,442,20,0.0
75305,459,22,0.0
75325,134,20,0.0
75325,137,19,0.0
75325,245,17,0.0
75325,452,17,0.0
75329,21,13,0.0
75338,125,19,0.0
75338,128,19,0.0
75338,134,9,0.0
75338,265,19,0.0
75338,477,19,0.0
75353,237,17,0.0
75354,19,19,0.0
75354,121,19,0.0
75354,135,19,0.0
75354,153,19,0.0
75354,401,19,0.0
75354,409,19,0.0
75354,452,19,0.0
75354,480,19,0.0
75354,481,19,0.0
75355,19,19,0.0
75355,121,19,0.0
75355,135,19,0.0
75355,153,19,0.0
75355,377,6,0.0
75355,481,6,0.0
75374,19,13,0.0
75374,121,19,0.0
75374,134,13,0.0
75374,135,13,0.0
75374,173,13,0.0
75374,232,13,0.0
75374,245,19,0.0
75374,377,13,0.0
75374,430,13,0.0
75374,435,13,0.0
75374,442,13,0.0
75374,477,13,0.0
75374,480,13,0.0
75379,134,19,0.0
75379,178,19,0.0
75379,259,10,0.0
75379,280,19,0.0
75393,128,13,0.0
75393,128,19,0.0
75403,107,17,0.0
75403,134,13,0.0
75403,137,19,0.0
75403,140,13,0.0
75403,145,13,0.0
75403,215,13,0.0
75404,121,27,0.0
75404,134,13,0.0
75404,178,13,0.0
75404,242,13,0.0
75404,245,27,0.0
75404,280,13,0.0
75404,401,13,0.0
75404,477,27,0.0
75404,480,13,0.0
75415,134,13,0.0
75415,140,13,0.0
75415,145,13,0.0
75416,153,18,0.0
75416,326,18,0.0
75419,237,16,0.0
75419,245,22,0.0
75419,347,607,0.0
75422,134,13,0.0
75422,140,13,0.0
75422,145,13,0.0
75422,215,22,0.0
75422,265,13,0.0
75422,280,13,0.0
75422,280,22,0.0
75423,19,13,0.0
75423,121,13,0.0
75423,122,13,0.0
75423,134,13,0.0
75423,137,13,0.0
75423,153,13,0.0
75423,173,13,0.0
75423,232,13,0.0
75423,265,22,0.0
75423,280,22,0.0
75423,315,13,0.0
75423,349,13,0.0
75423,377,13,0.0
75423,379,13,0.0
75423,424,13,0.0
75423,430,13,0.0
75423,439,13,0.0
75423,469,13,0.0
75423,481,13,0.0
75423,489,13,0.0
75431,137,19,0.0
75431,245,19,0.0
75451,107,607,0.0
75451,140,40,0.0
75451,245,19,0.0
75451,442,40,0.0
75453,128,9,0.0
75453,215,19,0.0
75463,134,15,0.0
75463,135,15,0.0
75463,140,15,0.0
75463,145,15,0.0
75463,215,19,0.0
75463,232,15,0.0
75463,243,15,0.0
75469,135,18,0.0
75469,137,18,0.0
75469,319,18,0.0
75469,328,18,0.0
75469,377,18,0.0
75469,424,18,0.0
75469,439,18,0.0
75469,442,18,0.0
75469,452,18,0.0
75469,477,18,0.0
75469,480,18,0.0
75489,140,22,0.0
75489,153,22,0.0
75489,215,22,0.0
75489,400,22,0.0
75489,400,607,0.0
75504,130,13,0.0
75504,245,13,0.0
75520,121,17,0.0
75520,135,17,0.0
75520,153,17,0.0
75520,173,17,0.0
75520,215,4,0.0
75520,349,17,0.0
75520,430,17,0.0
75520,439,17,0.0
75520,481,17,0.0
75520,489,17,0.0
75539,107,13,0.0
75539,130,19,0.0
75539,259,13,0.0
75539,265,13,0.0
75539,280,13,0.0
75539,409,19,0.0
75539,459,36,0.0
75539,477,15,0.0
75574,107,47,0.0
75574,121,19,0.0
75574,121,27,0.0
75574,125,20,0.0
75574,145,20,0.0
75574,178,20,0.0
75574,215,19,0.0
75574,245,27,0.0
75574,258,20,0.0
75574,259,20,0.0
75574,442,20,0.0
75576,215,19,0.0
75576,459,22,0.0
75588,121,17,0.0
75588,134,18,0.0
75588,140,18,0.0
75588,145,18,0.0
75588,245,17,0.0
75588,319,10,0.0
75588,469,6,0.0
75593,135,19,0.0
75593,153,19,0.0
75593,232,19,0.0
75593,377,19,0.0
75593,379,19,0.0
75593,430,19,0.0
75593,439,19,0.0
75593,452,19,0.0
75593,459,19,0.0
75593,469,19,0.0
75595,111,20,0.0
75595,116,20,0.0
75595,134,20,0.0
75595,140,9,0.0
75595,140,18,0.0
75595,173,20,0.0
75595,178,18,0.0
75595,215,18,0.0
75595,237,6,0.0
75595,237,19,0.0
75595,439,20,0.0
75595,469,20,0.0
75602,386,25,0.0
75602,409,25,0.0
75602,435,25,0.0
75602,477,25,0.0
75602,480,25,0.0
75617,19,19,0.0
75617,111,19,0.0
75617,134,19,0.0
75617,135,19,0.0
75617,153,19,0.0
75617,173,19,0.0
75617,205,19,0.0
75617,232,19,0.0
75617,245,13,0.0
75617,265,17,0.0
75617,317,19,0.0
75617,439,19,0.0
75617,452,19,0.0
75628,134,32,0.0
75628,140,13,0.0
75628,140,17,0.0
75628,140,32,0.0
75628,145,32,0.0
75628,153,17,0.0
75628,215,17,0.0
75628,400,17,0.0
75628,442,13,0.0
75629,140,22,0.0
75629,215,22,0.0
75629,459,22,0.0
75629,477,19,0.0
75634,107,13,0.0
75634,121,22,0.0
75634,122,19,0.0
75634,128,9,0.0
75634,130,47,0.0
75634,145,19,0.0
75634,237,8,0.0
75634,245,22,0.0
75634,245,70,0.0
75634,265,18,0.0
75634,280,18,0.0
75634,435,47,0.0
75634,442,9,0.0
75634,463,47,0.0
75637,128,13,0.0
75638,140,13,0.0
75638,442,13,0.0
75640,121,19,0.0
75640,245,19,0.0
75644,122,13,0.0
75650,259,13,0.0
75650,280,13,0.0
75651,125,18,0.0
75651,215,19,0.0
75651,265,18,0.0
75651,280,18,0.0
75654,134,19,0.0
75654,137,19,0.0
75675,121,13,0.0
75675,244,25,0.0
75675,245,13,0.0
75676,107,19,0.0
75676,115,19,0.0
75676,412,19,0.0
75676,435,19,0.0
75676,442,19,0.0
75676,477,19,0.0
75676,480,19,0.0
75676,481,19,0.0
75683,259,27,0.0
75683,280,27,0.0
75684,125,19,0.0
75684,134,10,0.0
75684,140,10,0.0
75684,145,10,0.0
75684,237,19,0.0
75684,265,19,0.0
75684,280,19,0.0
75684,467,19,0.0
75693,245,18,0.0
75700,21,18,0.0
75722,107,13,0.0
75727,21,17,0.0
75727,259,19,0.0
75727,442,19,0.0
75745,19,13,0.0
75745,115,13,0.0
75745,124,13,0.0
75745,130,13,0.0
75745,153,13,0.0
75745,435,13,0.0
75745,489,13,0.0
75754,121,13,0.0
75754,245,13,0.0
75777,178,19,0.0
75777,234,19,0.0
75777,259,19,0.0
75786,205,37,0.0
75786,205,41,0.0
75786,212,19,0.0
75786,328,19,0.0
75794,121,15,0.0
75794,134,4,0.0
75794,205,4,0.0
75794,245,15,0.0
75799,122,35,0.0
75799,130,35,0.0
75799,477,35,0.0
75799,480,35,0.0
75799,489,35,0.0
75804,107,12,0.0
75813,244,22,0.0
75825,128,14,0.0
75825,205,3,0.0
75825,259,19,0.0
75825,328,1,0.0
75825,477,10,0.0
75830,232,9,0.0
75830,243,9,0.0
75856,110,19,0.0
75856,123,19,0.0
75856,212,19,0.0
75856,328,19,0.0
75858,205,6,0.0
75858,234,10,0.0
75858,259,10,0.0
75865,107,607,0.0
75865,110,13,0.0
75865,134,13,0.0
75865,178,13,0.0
75865,259,6,0.0
75873,477,19,0.0
75885,122,28,0.0
75885,134,17,0.0
75885,140,17,0.0
75885,140,19,0.0
75885,145,17,0.0
75885,178,19,0.0
75885,215,19,0.0
75885,315,6,0.0
75885,319,6,0.0
75885,349,6,0.0
75885,379,6,0.0
75885,439,6,0.0
75885,469,6,0.0
75885,478,6,0.0
75886,121,6,0.0
75886,245,6,0.0
75897,259,13,0.0
75897,280,13,0.0
75898,115,19,0.0
75898,125,19,0.0
75898,125,41,0.0
75898,135,19,0.0
75898,259,19,0.0
75898,417,19,0.0
75898,442,19,0.0
75899,107,13,0.0
75899,107,607,0.0
75899,134,19,0.0
75899,140,20,0.0
75899,178,19,0.0
75899,215,13,0.0
75899,215,20,0.0
75899,477,47,0.0
75904,105,15,0.0
75904,259,15,0.0
75927,259,8,0.0
75927,376,22,0.0
75931,107,32,0.0
75931,124,32,0.0
75931,134,13,0.0
75931,134,17,0.0
75931,140,13,0.0
75931,140,17,0.0
75931,140,19,0.0
75931,145,13,0.0
75931,215,19,0.0
75931,219,32,0.0
75931,245,6,0.0
75931,265,13,0.0
75931,265,25,0.0
75931,315,32,0.0
75931,401,32,0.0
75931,459,13,0.0
75959,215,53,0.0
75959,232,19,0.0
75959,243,19,0.0
75980,111,3,0.0
75980,134,3,0.0
75980,153,3,0.0
75980,173,3,0.0
75980,466,3,0.0
75980,469,3,0.0
75991,212,17,0.0
75991,219,13,0.0
75991,379,13,0.0
75991,477,13,0.0
75991,480,13,0.0
76004,121,3,0.0
76004,245,3,0.0
76009,245,23,0.0
76012,237,15,0.0
76022,107,11,0.0
76022,125,12,0.0
76022,145,12,0.0
76022,178,12,0.0
76022,219,11,0.0
76022,237,13,0.0
76022,237,22,0.0
76022,258,12,0.0
76022,259,12,0.0
76022,386,11,0.0
76022,409,11,0.0
76022,442,12,0.0
76022,463,11,0.0
76022,477,11,0.0
76031,125,19,0.0
76045,215,13,0.0
76056,140,17,0.0
76056,178,17,0.0
76056,215,1,0.0
76056,237,1,0.0
76056,280,13,0.0
76056,442,17,0.0
76056,477,13,0.0
76080,259,16,0.0
76080,459,16,0.0
76094,128,37,0.0
76109,134,19,0.0
76109,140,19,0.0
76109,145,19,0.0
76130,379,15,0.0
76130,435,15,0.0
76130,477,15,0.0
76130,480,15,0.0
76130,481,15,0.0
76141,121,18,0.0
76141,245,18,0.0
76141,280,32,0.0
76167,173,17,0.0
76167,265,17,0.0
76167,349,17,0.0
76167,439,17,0.0
76167,452,17,0.0
76167,466,17,0.0
76167,487,17,0.0
76171,459,3,0.0
76211,134,13,0.0
76211,137,40,0.0
76211,153,19,0.0
76211,178,13,0.0
76211,215,19,0.0
76211,266,4,0.0
76217,128,1,0.0
76217,134,19,0.0
76217,140,1,0.0
76217,178,1,0.0
76217,215,1,0.0
76217,377,19,0.0
76217,409,19,0.0
76217,442,1,0.0
76217,480,19,0.0
76217,489,19,0.0
76241,134,25,0.0
76241,140,25,0.0
76241,145,25,0.0
76243,347,607,0.0
76323,245,41,0.0
76341,122,1,0.0
76366,265,13,0.0
76366,280,13,0.0
76374,137,19,0.0
76374,178,19,0.0
76374,280,19,0.0
76389,469,6,0.0
76398,125,22,0.0
76398,145,22,0.0
76398,178,22,0.0
76398,234,22,0.0
76398,258,22,0.0
76398,259,22,0.0
76398,442,22,0.0
76413,128,22,0.0
76413,215,30,0.0
76440,115,13,0.0
76440,125,13,0.0
76440,135,13,0.0
76440,153,37,0.0
76440,215,13,0.0
76440,245,13,0.0
76440,259,13,0.0
76440,377,37,0.0
76440,401,37,0.0
76440,409,37,0.0
76440,442,13,0.0
76440,463,37,0.0
76445,140,19,0.0
76445,215,19,0.0
76445,259,19,0.0
76445,400,19,0.0
76445,442,19,0.0
76468,122,6,0.0
76468,205,6,0.0
76468,386,6,0.0
76468,409,6,0.0
76468,489,6,0.0
76471,237,3,0.0
76488,121,6,0.0
76488,245,6,0.0
76508,245,19,0.0
76517,265,19,0.0
76529,19,6,0.0
76529,134,6,0.0
76529,178,6,0.0
76529,280,6,0.0
76529,377,6,0.0
76529,424,6,0.0
76531,107,13,0.0
76531,140,37,0.0
76531,153,37,0.0
76531,245,20,0.0
76531,442,37,0.0
76541,121,20,0.0
76541,245,20,0.0
76546,259,15,0.0
76546,459,15,0.0
76564,134,20,0.0
76564,140,20,0.0
76564,145,20,0.0
76571,215,12,0.0
76592,153,28,0.0
76609,107,607,0.0
76616,245,25,0.0
76648,215,13,0.0
76655,205,22,0.0
76655,219,22,0.0
76655,459,19,0.0
76655,477,22,0.0
76655,480,22,0.0
76655,489,22,0.0
76681,122,19,0.0
76681,134,13,0.0
76681,140,13,0.0
76681,145,13,0.0
76681,245,16,0.0
76681,245,80,0.0
76681,477,13,0.0
76683,379,13,0.0
76687,121,10,0.0
76687,245,10,0.0
76697,121,14,0.0
76697,128,13,0.0
76703,205,15,0.0
76710,107,10,0.0
76710,140,16,0.0
76718,128,35,0.0
76718,135,22,0.0
76718,232,22,0.0
76718,243,22,0.0
76718,265,19,0.0
76718,466,19,0.0
76718,477,19,0.0
76726,315,20,0.0
76726,435,20,0.0
76726,480,20,0.0
76727,237,17,0.0
76736,19,19,0.0
76736,376,19,0.0
76740,245,22,0.0
76740,280,19,0.0
76741,107,607,0.0
76741,134,8,0.0
76741,140,8,0.0
76741,145,8,0.0
76744,115,13,0.0
76744,125,13,0.0
76744,134,42,0.0
76744,135,13,0.0
76744,140,13,0.0
76744,140,42,0.0
76744,145,42,0.0
76744,178,13,0.0
76744,215,13,0.0
76744,259,13,0.0
76744,265,13,0.0
76744,280,13,0.0
76744,400,13,0.0
76744,417,13,0.0
76744,442,13,0.0
76745,107,13,0.0
76745,135,6,0.0
76745,137,8,0.0
76745,178,13,0.0
76745,215,8,0.0
76745,232,6,0.0
76745,243,6,0.0
76745,280,13,0.0
76749,386,13,0.0
76759,121,16,0.0
76759,245,16,0.0
76772,134,18,0.0
76772,140,18,0.0
76772,145,18,0.0
76784,134,19,0.0
76784,178,19,0.0
76788,134,13,0.0
76788,134,41,0.0
76788,140,13,0.0
76788,145,13,0.0
76788,178,41,0.0
76788,211,9,0.0
76788,219,41,0.0
76788,245,9,0.0
76788,245,13,0.0
76788,280,41,0.0
76788,386,41,0.0
76788,409,41,0.0
76788,463,41,0.0
76788,469,13,0.0
76788,477,41,0.0
76796,122,13,0.0
76796,128,13,0.0
76796,211,19,0.0
76796,245,19,0.0
76800,140,16,0.0
76800,215,16,0.0
76802,121,13,0.0
76802,140,9,0.0
76802,153,9,0.0
76802,215,9,0.0
76802,245,13,0.0
76811,128,13,0.0
76811,140,13,0.0
76811,178,13,0.0
76811,215,13,0.0
76812,124,15,0.0
76822,122,19,0.0
76827,459,25,0.0
76837,265,19,0.0
76837,467,19,0.0
76848,134,19,0.0
76848,140,19,0.0
76848,145,19,0.0
76853,137,53,0.0
76853,210,0,0.0
76853,245,53,0.0
76855,107,9,0.0
76855,110,25,0.0
76855,121,3,0.0
76855,134,25,0.0
76855,178,25,0.0
76855,205,15,0.0
76855,205,19,0.0
76855,205,37,0.0
76855,205,40,0.0
76855,205,41,0.0
76855,215,13,0.0
76855,237,11,0.0
76855,245,3,0.0
76855,266,13,0.0
76855,280,25,0.0
76855,328,13,0.0
76855,412,13,0.0
76855,442,13,0.0
76855,477,19,0.0
76855,480,13,0.0
76872,115,13,0.0
76872,122,13,0.0
76872,153,13,0.0
76872,205,13,0.0
76872,315,13,0.0
76872,349,13,0.0
76872,435,13,0.0
76872,463,13,0.0
76872,480,13,0.0
76877,215,19,0.0
76877,245,8,0.0
76883,215,19,0.0
76883,237,13,0.0
76885,107,44,0.0
76885,110,18,0.0
76885,121,19,0.0
76885,124,19,0.0
76885,128,18,0.0
76885,128,20,0.0
76885,135,19,0.0
76885,137,20,0.0
76885,150,19,0.0
76885,205,19,0.0
76885,219,19,0.0
76885,266,19,0.0
76885,379,19,0.0
76885,402,17,0.0
76885,402,28,0.0
76885,412,19,0.0
76885,424,19,0.0
76900,19,13,0.0
76900,134,13,0.0
76900,153,13,0.0
76900,219,13,0.0
76900,245,25,0.0
76900,377,13,0.0
76900,379,13,0.0
76900,401,13,0.0
76900,409,13,0.0
76900,452,25,0.0
76900,477,13,0.0
76900,489,13,0.0
76919,19,13,0.0
76919,107,49,0.0
76919,121,13,0.0
76919,121,19,0.0
76919,135,13,0.0
76919,137,97,0.0
76919,205,19,0.0
76919,212,13,0.0
76919,219,13,0.0
76919,237,13,0.0
76919,245,19,0.0
76919,245,97,0.0
76919,328,13,0.0
76919,379,13,0.0
76919,402,41,0.0
76919,412,13,0.0
76919,442,13,0.0
76919,477,13,0.0
76919,481,13,0.0
76932,134,13,0.0
76932,140,8,0.0
76932,140,14,0.0
76932,178,13,0.0
76932,178,14,0.0
76932,215,14,0.0
76932,280,13,0.0
76932,400,14,0.0
76932,442,8,0.0
76944,280,19,0.0
76953,265,13,0.0
76953,379,13,0.0
76953,409,13,0.0
76966,128,22,0.0
76966,245,19,0.0
76966,315,17,0.0
76966,409,17,0.0
76966,435,17,0.0
76966,442,17,0.0
76966,477,19,0.0
76969,134,20,0.0
76969,178,20,0.0
76969,280,20,0.0
76989,123,10,0.0
76989,137,13,0.0
76989,259,13,0.0
76989,265,13,0.0
76989,265,18,0.0
76989,280,13,0.0
76989,280,18,0.0
76989,328,13,0.0
76989,459,18,0.0
77004,105,9,0.0
77004,259,9,0.0
77016,107,55,0.0
77016,121,19,0.0
77016,134,19,0.0
77016,178,19,0.0
77016,215,19,0.0
77016,265,19,0.0
77016,280,19,0.0
77016,377,19,0.0
77016,379,19,0.0
77016,386,19,0.0
77016,409,19,0.0
77016,459,19,0.0
77029,134,18,0.0
77029,205,18,0.0
77029,219,18,0.0
77029,265,12,0.0
77029,280,12,0.0
77048,121,3,0.0
77048,121,13,0.0
77048,121,48,0.0
77048,122,17,0.0
77048,128,6,0.0
77048,128,9,0.0
77048,128,13,0.0
77048,128,17,0.0
77048,134,1,0.0
77048,134,19,0.0
77048,134,26,0.0
77048,134,27,0.0
77048,137,12,0.0
77048,140,1,0.0
77048,140,13,0.0
77048,140,27,0.0
77048,140,36,0.0
77048,145,1,0.0
77048,145,19,0.0
77048,145,26,0.0
77048,145,27,0.0
77048,150,17,0.0
77048,153,19,0.0
77048,173,19,0.0
77048,178,19,0.0
77048,178,36,0.0
77048,205,9,0.0
77048,205,13,0.0
77048,205,16,0.0
77048,205,19,0.0
77048,205,20,0.0
77048,205,37,0.0
77048,215,3,0.0
77048,215,19,0.0
77048,215,22,0.0
77048,215,36,0.0
77048,245,3,0.0
77048,245,12,0.0
77048,245,13,0.0
77048,245,48,0.0
77048,259,19,0.0
77048,266,19,0.0
77048,328,17,0.0
77048,347,607,0.0
77048,379,19,0.0
77048,400,36,0.0
77048,402,1,0.0
77048,402,8,0.0
77048,439,19,0.0
77048,442,13,0.0
77048,442,17,0.0
77048,442,19,0.0
77048,459,19,0.0
77048,466,19,0.0
77048,469,19,0.0
77048,480,17,0.0
77048,480,19,0.0
77055,107,19,0.0
77055,121,18,0.0
77055,137,13,0.0
77055,215,13,0.0
77055,245,18,0.0
77063,259,7,0.0
77063,280,7,0.0
77065,134,19,0.0
77065,140,19,0.0
77065,145,19,0.0
77065,215,19,0.0
77065,459,10,0.0
77081,121,19,0.0
77081,122,19,0.0
77081,135,19,0.0
77081,153,19,0.0
77081,205,19,0.0
77081,236,25,0.0
77081,278,19,0.0
77081,328,19,0.0
77081,424,19,0.0
77081,489,19,0.0
77083,130,10,0.0
77083,245,10,0.0
77085,140,41,0.0
77085,205,19,0.0
77085,211,19,0.0
77085,237,11,0.0
77085,245,19,0.0
77107,107,22,0.0
77107,115,37,0.0
77107,121,40,0.0
77107,125,37,0.0
77107,135,37,0.0
77107,153,40,0.0
77107,171,13,0.0
77107,205,22,0.0
77107,259,37,0.0
77107,315,22,0.0
77107,379,22,0.0
77107,424,22,0.0
77107,435,22,0.0
77107,442,22,0.0
77107,442,37,0.0
77107,477,22,0.0
77108,376,18,0.0
77111,236,17,0.0
77125,137,19,0.0
77125,245,19,0.0
77128,213,15,0.0
77128,259,19,0.0
77128,280,19,0.0
77147,116,3,0.0
77147,134,3,0.0
77147,232,3,0.0
77148,128,13,0.0
77148,212,19,0.0
77148,244,1,0.0
77148,328,19,0.0
77155,128,6,0.0
77183,153,26,0.0
77183,173,19,0.0
77183,219,26,0.0
77183,232,26,0.0
77183,265,26,0.0
77183,439,26,0.0
77183,469,19,0.0
77183,477,19,0.0
77186,212,19,0.0
77186,328,19,0.0
77188,236,19,0.0
77209,125,20,0.0
77209,128,19,0.0
77209,265,20,0.0
77209,280,20,0.0
77233,115,25,0.0
77233,121,18,0.0
77233,130,23,0.0
77233,135,23,0.0
77233,135,25,0.0
77233,153,18,0.0
77233,266,25,0.0
77233,328,23,0.0
77233,409,23,0.0
77233,435,23,0.0
77233,442,23,0.0
77233,477,23,0.0
77233,489,18,0.0
77237,234,16,0.0
77237,259,16,0.0
77237,265,19,0.0
77237,280,19,0.0
77240,125,13,0.0
77247,469,32,0.0
77257,121,19,0.0
77257,135,32,0.0
77257,205,32,0.0
77257,219,32,0.0
77257,245,19,0.0
77257,265,19,0.0
77257,280,19,0.0
77257,401,32,0.0
77257,409,13,0.0
77257,409,32,0.0
77257,412,32,0.0
77257,463,13,0.0
77257,477,32,0.0
77266,115,13,0.0
77266,115,19,0.0
77266,125,19,0.0
77266,134,13,0.0
77266,135,19,0.0
77266,153,13,0.0
77266,173,13,0.0
77266,258,19,0.0
77266,259,19,0.0
77266,265,13,0.0
77266,280,13,0.0
77266,280,32,0.0
77266,319,13,0.0
77266,424,13,0.0
77266,442,19,0.0
77266,469,13,0.0
77266,477,17,0.0
77276,110,19,0.0
77276,134,19,0.0
77276,178,19,0.0
77276,280,19,0.0
77277,134,10,0.0
77277,140,10,0.0
77277,145,10,0.0
77277,215,19,0.0
77282,347,607,0.0
77285,121,10,0.0
77285,130,10,0.0
77285,134,19,0.0
77285,140,19,0.0
77285,145,19,0.0
77285,245,10,0.0
77294,128,28,0.0
77294,215,28,0.0
77294,265,28,0.0
77295,128,13,0.0
77295,140,8,0.0
77295,153,8,0.0
77295,215,8,0.0
77295,459,13,0.0
77306,128,27,0.0
77307,245,44,0.0
77307,459,44,0.0
77307,469,44,0.0
77314,213,21,0.0
77318,125,17,0.0
77318,134,17,0.0
77318,140,17,0.0
77318,145,17,0.0
77318,178,17,0.0
77318,215,13,0.0
77318,215,17,0.0
77318,245,16,0.0
77325,265,19,0.0
77325,280,19,0.0
77325,467,19,0.0
77328,122,22,0.0
77328,212,17,0.0
77328,328,17,0.0
77331,215,34,0.0
77345,121,20,0.0
77345,130,20,0.0
77345,245,20,0.0
77351,265,35,0.0
77351,280,35,0.0
77355,19,9,0.0
77355,121,9,0.0
77355,135,9,0.0
77355,153,9,0.0
77355,205,9,0.0
77355,219,9,0.0
77355,245,13,0.0
77355,424,9,0.0
77355,480,9,0.0
77361,115,17,0.0
77361,125,17,0.0
77361,135,17,0.0
77361,259,17,0.0
77361,265,17,0.0
77361,280,17,0.0
77361,417,17,0.0
77361,442,17,0.0
77379,134,19,0.0
77379,173,19,0.0
77379,319,19,0.0
77379,469,19,0.0
77391,121,13,0.0
77391,134,26,0.0
77391,140,13,0.0
77391,140,26,0.0
77391,145,26,0.0
77391,178,13,0.0
77391,245,13,0.0
77391,265,15,0.0
77391,280,15,0.0
77391,442,13,0.0
77399,135,13,0.0
77399,150,13,0.0
77399,153,13,0.0
77399,266,13,0.0
77399,379,13,0.0
77399,409,13,0.0
77399,424,13,0.0
77399,435,13,0.0
77399,480,13,0.0
77403,244,8,0.0
77403,259,32,0.0
77406,107,13,0.0
77406,211,13,0.0
77406,245,13,0.0
77407,121,13,0.0
77407,134,13,0.0
77407,140,13,0.0
77407,145,13,0.0
77407,215,13,0.0
77407,245,13,0.0
77420,122,22,0.0
77420,128,22,0.0
77429,259,22,0.0
77429,280,22,0.0
77437,128,3,0.0
77437,347,607,0.0
77457,19,3,0.0
77457,135,3,0.0
77457,377,3,0.0
77468,17,47,0.0
77468,19,47,0.0
77468,110,22,0.0
77468,153,47,0.0
77468,212,47,0.0
77468,459,19,0.0
77494,19,3,0.0
77494,121,3,0.0
77494,121,6,0.0
77494,153,3,0.0
77494,219,6,0.0
77494,280,13,0.0
77494,315,6,0.0
77494,401,6,0.0
77494,480,6,0.0
77494,481,3,0.0
77499,121,37,0.0
77499,140,16,0.0
77499,245,37,0.0
77499,400,16,0.0
77499,442,16,0.0
77509,280,20,0.0
77523,134,9,0.0
77523,134,19,0.0
77523,140,9,0.0
77523,145,9,0.0
77523,178,19,0.0
77523,280,19,0.0
77532,140,17,0.0
77532,153,17,0.0
77532,442,17,0.0
77543,376,36,0.0
77543,477,36,0.0
77551,125,22,0.0
77553,105,17,0.0
77553,125,17,0.0
77553,145,17,0.0
77553,178,17,0.0
77553,258,17,0.0
77553,259,13,0.0
77553,259,17,0.0
77553,442,17,0.0
77563,125,13,0.0
77563,137,15,0.0
77563,140,8,0.0
77563,140,15,0.0
77563,140,19,0.0
77563,178,8,0.0
77563,178,15,0.0
77563,178,19,0.0
77563,215,8,0.0
77563,215,19,0.0
77563,259,8,0.0
77563,442,15,0.0
77567,265,13,0.0
77567,280,13,0.0
77569,134,13,0.0
77569,173,13,0.0
77569,430,13,0.0
77569,439,13,0.0
77569,469,13,0.0
