ip,device,os,ip_device_os_app_4
81763,1,22,2
81767,1,13,1
81768,1,10,2
81773,1,19,4
81776,1,13,4
81776,1,17,1
81776,1,18,3
81776,1,53,6
81779,1,53,1
81779,2,22,1
81786,1,17,1
81786,2,27,2
81787,1,19,1
81788,1,10,1
81792,1,8,2
81792,1,9,4
81792,1,13,5
81792,1,16,1
81792,1,17,3
81792,1,18,1
81802,1,11,1
81807,1,13,2
81807,1,66,2
81807,2,1,1
81812,1,3,2
81812,1,9,1
81812,1,13,1
81812,1,16,1
81812,1,19,5
81812,1,22,9
81812,1,37,4
81814,1,8,5
81814,1,13,1
81814,1,15,1
81814,1,19,5
81814,3032,607,1
81816,1,1,1
81817,1,8,3
81817,1,10,1
81821,1,19,7
81821,1,44,2
81824,1,13,1
81829,1,17,4
81834,1,6,1
81834,1,13,5
81834,1,14,1
81834,1,18,2
81834,1,19,7
81834,1,31,1
81837,1,2,5
81837,1,3,1
81837,1,14,7
81837,1,15,1
81837,1,19,7
81837,1,22,1
81837,1,41,1
81837,2,9,4
81837,2,17,1
81839,1,19,7
81846,1,9,4
81846,1,17,1
81846,1,19,4
81846,1,22,5
81854,1,22,3
81859,1,13,2
81859,1,19,1
81859,1,20,2
81859,1,22,1
81859,1,40,2
81863,1,13,5
81863,1,18,1
81863,1,19,2
81863,1,27,7
81863,1,37,1
81876,1,13,8
81876,1,16,1
81876,1,17,6
81876,1,19,1
81878,1,11,1
81881,1,9,2
81881,1,10,1
81881,1,13,1
81881,1,35,2
81881,1,43,5
81883,1,11,4
81895,1,13,1
81895,1,14,1
81895,1,19,3
81895,1,22,2
81896,1,3,1
81896,1,8,5
81896,1,13,7
81896,1,17,1
81896,1,19,10
81896,1,22,1
81896,1,28,4
81896,2,90,1
81896,3032,607,1
81897,1,58,1
81898,1,13,4
81906,1,15,2
81909,1,13,2
81909,1,18,1
81911,1,13,1
81911,1,16,2
81919,1,13,1
81919,1,32,1
81922,1,13,3
81922,1,18,5
81928,1,19,3
81929,1,19,1
81935,1,6,2
81935,1,17,1
81935,1,19,8
81935,1,22,1
81935,1,26,1
81935,1,37,2
81935,1,42,1
81935,2,79,2
81936,1,15,3
81936,1,18,3
81937,1,8,1
81937,1,13,3
81937,1,16,4
81937,1,17,2
81937,1,19,3
81937,1,22,3
81937,1,41,1
81946,1,13,1
81946,1,19,3
81946,1,20,1
81946,1,25,1
81947,1,15,1
81949,1,19,3
81949,1,25,10
81952,1,8,6
81955,1,6,7
81959,1,19,1
81961,1,13,1
81961,1,20,1
81961,1,47,1
81970,1,13,1
81970,1,43,7
81971,1,15,1
81971,1,19,4
81973,1,13,1
81973,1,15,2
81973,1,19,4
81973,1,37,1
81973,1,41,1
81973,1,53,1
81976,1,15,2
81976,1,25,1
81976,2,607,1
81980,1,19,3
81981,1,13,5
81981,1,18,4
81981,1,19,4
81981,1,20,1
81981,1,37,1
81997,1,18,1
82002,1,13,1
82002,1,17,8
82002,1,22,1
82002,1,53,2
82011,1,1,1
82011,1,19,1
82011,1,25,4
82011,1,37,8
82011,1,57,1
82012,1,13,5
82012,1,37,6
82013,1,19,1
82017,1,19,6
82018,1,44,1
82022,1,19,7
82024,1,12,1
82035,1,25,1
82038,1,19,6
82038,1,32,1
82039,1,9,2
82039,1,13,4
82039,1,17,3
82039,1,19,5
82045,1,10,11
82045,1,19,2
82054,1,19,3
82056,1,22,1
82068,1,6,7
82068,1,19,1
82069,1,19,7
82071,1,8,4
82097,1,15,3
82100,1,6,2
82100,1,8,1
82100,1,10,5
82100,1,17,3
82100,1,19,3
82100,1,25,2
82119,1,8,1
82137,1,19,6
82139,1,13,3
82139,1,19,14
82142,2,9,2
82150,1,6,8
82150,1,13,4
82150,1,17,8
82150,1,18,3
82150,1,19,1
82156,1,37,11
82161,0,0,1
82161,1,3,1
82161,1,20,1
82164,1,13,8
82171,1,25,2
82176,1,6,1
82189,2,10,1
82190,1,19,2
82206,59,16,2
82207,1,13,4
82211,1,18,1
82212,1,14,3
82214,1,1,6
82214,1,8,2
82216,1,17,1
82224,1,19,9
82234,1,13,2
82240,1,15,1
82240,1,32,1
82242,1,13,12
82264,1,9,7
82264,1,13,2
82264,1,23,1
82264,1,41,1
82265,1,9,1
82265,1,10,1
82265,1,12,1
82265,1,13,1
82265,1,19,1
82268,1,19,1
82279,1,41,5
82282,1,13,4
82284,1,6,2
82284,1,12,1
82284,1,19,4
82287,1,3,1
82287,1,11,1
82287,1,12,4
82287,1,13,1
82287,1,15,1
82287,1,16,1
82287,1,17,1
82287,1,22,3
82287,1,43,9
82290,1,25,8
82293,3032,607,1
82355,1,18,1
82356,1,19,2
82358,1,41,1
82361,1,53,7
82362,1,13,1
82363,1,6,4
82363,1,13,1
82363,1,17,3
82364,1,20,4
82364,1,53,12
82373,1,61,1
82378,1,13,1
82378,1,17,2
82396,1,19,1
82397,1,17,3
82397,1,19,1
82410,1,37,1
82413,1,18,5
82418,1,19,5
82423,1,28,1
82427,1,10,1
82427,1,13,1
82427,1,19,7
82427,1,22,4
82427,1,25,1
82427,1,27,3
82427,2,1,1
82434,1,37,6
82449,0,0,1
82449,1,8,2
82449,1,15,1
82449,1,49,4
82454,1,19,9
82456,1,22,4
82456,1,23,9
82456,1,25,3
82456,1,41,4
82460,1,13,6
82468,1,13,1
82472,1,53,2
82485,1,10,1
82489,1,13,8
82502,1,14,2
82502,1,16,6
82502,1,19,1
82503,1,17,6
82522,1,41,3
82541,1,2,4
82544,1,9,1
82586,1,17,1
82588,1,19,2
82594,1,18,1
82605,1,8,2
82610,1,17,1
82610,1,19,5
82612,1,19,1
82612,1,23,1
82613,1,19,7
82614,1,13,1
82615,1,19,2
82615,1,28,1
82627,1,37,1
82631,1,17,2
82632,1,8,3
82637,1,8,1
82639,1,6,1
82639,1,19,1
82640,1,19,4
82648,1,19,2
82650,1,25,1
82650,1,35,1
82675,1,30,2
82681,1,19,1
82682,1,13,3
82682,1,25,6
82691,1,11,2
82705,1,19,1
82708,1,16,1
82708,1,17,7
82708,1,19,6
82722,1,19,1
82722,1,53,14
82726,1,26,1
82742,1,13,7
82742,2,9,2
82742,2,10,7
82742,2,25,1
82754,1,9,3
82755,1,15,1
82755,1,23,1
82760,1,20,1
82760,33,29,1
82768,1,19,5
82769,0,24,1
82774,1,20,1
82774,1,22,1
82780,1,3,4
82780,1,13,1
82797,1,13,2
82803,1,10,2
82812,1,2,1
82813,1,12,7
82816,0,21,1
82816,1,13,1
82816,1,19,7
82816,1,30,1
82825,1,4,1
82825,1,41,5
82833,1,13,5
82843,1,14,1
82843,1,19,6
82855,1,19,1
82856,1,16,9
82858,1,19,2
82864,1,13,1
82865,1,13,9
82865,1,15,3
82865,1,19,4
82865,2,9,3
82869,1,15,1
82869,1,17,1
82869,1,20,3
82870,1,16,2
82872,1,19,2
82876,1,17,1
82876,1,18,1
82885,1,19,10
82886,1,13,10
82886,1,20,1
82915,1,8,1
82915,1,18,1
82917,0,24,1
82917,1,17,2
82917,1,58,6
82929,1,19,1
82941,1,10,3
82941,1,23,4
82942,1,25,3
82943,1,19,2
82947,1,19,1
82949,1,12,7
82949,1,13,2
82951,1,18,3
82956,1,19,4
82956,2,10,4
82957,1,19,2
82962,1,19,1
82983,1,32,1
82987,1,19,9
83000,1,13,3
83000,1,16,2
83000,6,29,1
83015,1,13,1
83015,1,19,3
83015,1,32,4
83018,1,19,5
83018,1,23,4
83025,1,16,6
83025,1,18,2
83025,1,19,2
83025,1,22,2
83034,1,23,9
83045,1,13,1
83045,1,19,2
83045,1,28,1
83052,1,13,2
83052,1,15,1
83059,1,19,5
83061,1,19,5
83069,1,13,1
83069,1,17,5
83069,1,19,1
83074,1,41,12
83077,1,19,1
83088,1,57,1
83098,1,13,2
83098,1,19,1
83105,0,29,1
83109,1,19,10
83111,1,13,8
83111,1,17,4
83111,1,18,1
83111,1,19,5
83111,1,27,2
83130,1,13,2
83132,1,17,1
83132,1,19,1
83140,1,13,1
83140,1,19,10
83149,1,9,1
83161,1,13,3
83166,1,6,2
83166,1,13,2
83166,1,19,1
83171,1,8,1
83182,1,18,6
83184,1,8,1
83194,1,17,9
83194,1,19,1
83206,1,3,2
83206,1,10,2
83206,1,13,2
83206,1,15,1
83206,1,17,2
83206,1,20,2
83206,1,23,1
83206,1,25,1
83206,1,31,1
83213,1,6,1
83213,1,13,4
83213,1,17,1
83213,1,18,1
83230,1,3,1
83230,1,8,4
83230,1,13,7
83230,1,17,4
83230,1,19,9
83230,1,25,5
83238,1,13,9
83238,1,19,5
83244,1,19,4
83249,1,17,1
83252,1,3,1
83252,1,6,7
83252,1,15,3
83252,1,16,2
83252,1,17,1
83252,1,18,1
83252,1,19,2
83252,1,22,1
83252,1,31,2
83256,1,13,1
83256,1,20,1
83260,1,2,1
83260,1,17,1
83260,1,19,3
83262,1,8,1
83262,1,13,7
83268,1,7,3
83268,1,13,1
83274,1,19,1
83275,1,13,6
83276,1,37,4
83280,1,10,3
83280,1,12,1
83280,1,13,2
83280,1,19,3
83280,1,23,5
83280,1,35,1
83283,1,3,2
83285,1,16,1
83285,1,18,4
83285,1,19,3
83285,1,25,1
83288,1,19,1
83288,1,25,1
83293,1,17,3
83297,1,18,3
83297,1,30,5
83301,1,1,1
83301,1,17,1
83306,1,6,2
83306,1,12,5
83306,1,13,3
83306,1,17,5
83306,1,19,4
83309,1,19,1
83311,1,19,4
83315,1,17,1
83317,1,19,8
83318,1,15,4
83321,1,16,1
83340,1,1,1
83340,1,10,4
83340,1,13,8
83340,1,19,7
83340,1,22,2
83340,1,31,2
83344,1,18,1
83344,1,19,8
83348,1,3,2
83348,1,13,1
83348,1,18,1
83348,1,22,9
83356,1,13,6
83360,1,9,5
83361,1,19,4
83366,1,3,6
83366,1,13,6
83366,1,18,1
83366,1,19,9
83366,1,22,5
83366,1,41,1
83372,1,19,7
83375,1,8,1
83379,1,13,2
83379,1,16,1
83379,1,20,1
83387,2,13,1
83388,1,3,1
83388,1,9,3
83388,1,13,7
83388,1,19,6
83393,1,32,1
83401,1,18,2
83420,1,1,2
83422,1,19,2
83429,1,3,4
83429,1,9,3
83429,1,18,1
83429,1,25,7
83429,1,31,2
83430,1,10,1
83430,1,25,9
83432,1,6,1
83442,1,13,1
83442,1,15,3
83449,1,19,8
83453,1,16,7
83453,1,19,2
83453,1,37,11
83455,1,23,1
83461,1,6,5
83461,1,20,5
83461,1,26,1
83462,1,13,4
83466,1,6,3
83468,1,10,1
83468,1,13,7
83473,1,15,1
83481,1,19,7
83488,1,4,4
83488,1,17,1
83488,1,19,1
83488,1,22,4
83488,1,66,8
83494,1,16,8
83500,1,18,1
83500,1,19,1
83500,1,27,1
83501,1,22,1
83505,1,13,1
83509,1,9,3
83509,1,10,1
83509,1,17,1
83509,1,19,1
83509,1,28,2
83511,1,26,1
83524,1,6,3
83524,1,19,3
83525,1,9,2
83535,1,3,5
83535,1,19,9
83535,187,0,1
83537,1,19,2
83541,1,13,3
83541,1,25,1
83543,1,17,1
83557,1,19,5
83561,1,8,3
83561,1,13,6
83561,1,41,3
83576,1,13,1
83576,1,15,1
83576,1,19,2
83576,1,22,1
83584,1,8,2
83584,1,11,1
83584,1,18,4
83584,1,19,8
83584,1,32,9
83587,1,7,10
83591,1,13,9
83591,1,19,1
83594,1,8,6
83594,1,13,5
83594,1,15,1
83594,1,22,1
83595,1,13,2
83595,1,27,1
83597,1,20,1
83599,1,10,3
83604,1,13,5
83604,1,25,1
83607,1,25,6
83614,1,13,5
83614,1,19,9
83614,1,22,2
83614,1,25,1
83614,1,34,4
83616,1,13,4
83616,1,15,2
83616,1,16,1
83616,1,19,2
83616,1,22,2
83616,1,25,7
83616,1,35,1
83618,1,22,7
83628,1,13,5
83631,1,6,4
83631,1,13,3
83631,1,68,1
83639,1,13,1
83639,1,17,4
83639,1,18,2
83641,3032,607,1
83643,1,19,1
83646,1,6,1
83659,1,3,1
83659,1,13,2
83659,1,19,1
83659,1,22,5
83659,1,53,10
83660,1,12,6
83660,1,13,1
83660,1,17,1
83660,1,19,1
83667,1,19,1
83668,1,15,2
83668,1,28,1
83675,1,3,4
83675,1,20,1
83676,1,19,3
83678,1,4,6
83678,1,13,5
83684,1,14,9
83688,1,13,2
83688,1,43,9
83689,1,13,1
83690,0,21,1
83690,1,1,3
83690,1,3,6
83690,1,13,6
83690,1,19,1
83690,1,30,6
83693,1,13,1
83694,1,13,1
83694,1,19,10
83694,1,25,6
83699,1,13,1
83699,1,19,2
83701,1,36,1
83704,1,13,6
83704,1,19,2
83705,1,13,1
83705,1,40,1
83705,1,53,4
83712,1,19,1
83714,1,13,5
83714,1,18,1
83714,1,37,2
83715,1,19,7
83723,1,13,5
83723,1,19,5
83723,1,47,4
83726,1,34,2
83729,1,19,4
83730,1,6,3
83730,1,8,2
83730,1,13,2
83730,1,18,1
83730,1,19,1
83730,3032,607,1
83735,1,13,1
83735,1,32,1
83736,1,19,9
83741,1,13,8
83742,1,6,1
83742,1,27,1
83743,1,10,1
83743,1,13,2
83743,1,19,1
83743,1,20,2
83743,1,26,1
83743,1,46,10
83751,0,24,1
83751,1,6,6
83751,1,19,4
83751,1,28,1
83754,1,19,1
83754,1,40,1
83754,3032,607,1
83756,1,13,5
83756,1,19,2
83757,1,13,8
83760,1,10,1
83764,1,9,4
83764,1,18,2
83765,1,19,5
83766,1,16,1
83766,1,19,2
83766,1,22,8
83774,1,20,6
83783,1,17,1
83783,1,20,1
83785,1,19,1
83794,1,12,8
83795,1,10,1
83795,1,13,1
83795,1,22,4
83795,1,25,1
83795,1,27,1
83797,1,6,9
83797,1,15,1
83797,1,19,6
83802,1,13,5
83802,1,16,3
83809,1,13,4
83809,1,22,2
83815,1,13,7
83815,1,22,1
83819,1,13,1
83819,3,33,1
83824,1,18,1
83824,1,26,1
83825,1,31,1
83828,1,19,1
83830,1,8,2
83830,1,9,3
83830,1,17,2
83830,1,57,1
83860,1,19,3
83860,1,20,4
83865,1,13,1
83873,0,24,1
83880,1,13,1
83880,1,19,2
83880,1,36,1
83880,1,41,1
83880,2,13,1
83880,2,19,1
83880,2,49,1
83883,1,25,1
83886,1,13,1
83886,1,28,1
83886,1,32,1
83886,5,45,1
83896,1,28,1
83897,1,14,2
83897,1,32,2
83903,1,19,2
83906,1,15,1
83906,1,19,1
83906,1,41,2
83909,1,19,1
83913,1,19,1
83915,1,19,11
83917,1,17,2
83917,1,26,1
83917,1,27,1
83923,1,19,6
83925,1,37,1
83926,1,18,2
83926,1,22,9
83930,1,1,3
83931,1,28,6
83931,3032,607,1
83936,1,31,4
83943,1,19,1
83943,1,46,1
83946,3032,607,1
83956,1,15,1
83957,1,19,2
83958,1,17,2
83961,1,19,7
83963,1,10,3
83971,1,15,1
83973,1,13,6
83985,1,13,6
83987,0,0,1
83996,1,9,9
84000,0,29,1
84003,1,13,3
84003,1,41,10
84004,1,8,6
84007,1,13,1
84007,1,19,1
84013,1,13,12
84020,1,19,4
84036,1,19,1
84038,1,19,3
84045,0,0,1
84059,1,13,3
84064,1,10,4
84064,1,41,1
84065,1,13,1
84065,1,18,1
84067,1,3,1
84069,1,22,1
84075,1,19,4
84076,1,20,1
84079,1,6,7
84079,1,13,1
84082,1,13,1
84082,1,35,1
84085,1,32,1
84085,2,65,2
84087,1,27,1
84091,1,3,1
84091,1,10,2
84091,1,13,2
84092,1,13,2
84094,1,19,8
84101,1,10,5
84101,2,13,1
84107,1,19,1
84122,1,19,1
84122,1,26,2
84125,1,13,6
84125,1,37,4
84133,1,37,2
84134,1,22,3
84137,1,15,1
84156,1,37,1
84159,1,10,1
84159,1,13,6
84168,1,40,3
84170,1,13,3
84170,1,36,2
84170,3032,607,1
84177,1,13,3
84178,1,51,1
84181,1,23,6
84181,1,25,4
84181,1,26,1
84181,1,35,2
84182,1,39,7
84185,1,3,1
84188,1,62,1
84196,1,10,1
84196,1,13,1
84196,1,19,1
84205,1,8,1
84205,1,19,2
84205,1,22,5
84215,1,16,4
84215,1,19,3
84216,1,13,1
84216,1,17,1
84216,1,19,1
84224,1,19,2
84226,1,19,1
84226,1,23,10
84228,1,13,4
84228,1,19,9
84250,1,57,1
84251,1,16,1
84251,1,19,1
84251,1,25,9
84256,1,1,6
84257,1,13,1
84265,1,13,1
84265,1,19,1
84268,1,19,4
84272,1,10,1
84275,1,17,7
84276,1,6,1
84276,1,13,1
84276,1,19,6
84283,1,8,4
84283,1,19,1
84288,1,8,5
84288,1,13,1
84289,1,19,1
84290,1,13,7
84293,1,13,4
84296,1,13,1
84301,1,48,1
84301,1,58,1
84303,1,20,1
84306,1,18,1
84308,1,19,8
84314,1,19,1
84323,1,19,4
84329,1,18,1
84336,2,20,7
84344,1,19,1
84350,1,8,3
84351,1,19,7
84353,1,13,3
84362,1,19,6
84363,1,13,4
84363,1,22,3
84379,1,19,2
84381,1,17,3
84383,1,12,1
84383,1,16,1
84383,1,22,3
84388,1,17,8
84388,1,19,4
84388,1,46,2
84395,1,27,1
84403,1,40,1
84405,1,20,1
84407,1,6,1
84410,1,19,3
84410,1,47,1
84414,1,13,8
84417,1,18,1
84417,1,19,1
84417,1,20,1
84419,1,1,3
84428,1,13,1
84428,1,19,2
84429,1,6,1
84431,1,17,5
84433,1,6,7
84433,1,19,1
84433,1,22,1
84434,1,13,1
84435,1,19,2
84436,1,17,8
84442,1,8,4
84442,1,19,1
84443,1,13,1
84445,1,11,5
84450,1,8,2
84450,1,14,1
84453,1,13,1
84453,1,25,1
84457,1,15,1
84460,1,20,1
84466,1,13,1
84477,1,25,3
84477,1,26,2
84488,1,19,3
84494,1,3,1
84499,1,1,1
84499,1,13,1
84499,1,20,5
84499,1,23,5
84501,1,13,1
84511,1,19,1
84514,1,13,1
84519,1,19,2
84519,1,35,5
84521,1,16,1
84525,1,13,1
84525,1,19,1
84538,1,13,6
84542,1,13,4
84543,1,1,4
84543,1,8,3
84543,1,19,1
84543,1,22,2
84562,1,19,1
84564,1,12,1
84564,1,18,4
84564,1,19,4
84564,1,30,1
84587,1,13,1
84587,1,15,3
84587,1,19,1
84587,1,37,3
84587,1,53,5
84587,3032,607,1
84594,1,13,10
84594,1,25,1
84595,1,13,2
84596,1,15,1
84600,1,19,4
84610,1,6,1
84610,1,13,4
84612,1,19,2
84612,1,22,4
84615,1,28,3
84618,1,19,4
84627,1,20,2
84634,1,10,6
84634,1,19,2
84634,1,25,1
84634,1,36,4
84635,1,1,1
84635,1,13,1
84635,1,19,8
84635,1,25,2
84635,1,46,1
84635,5,45,1
84636,1,47,1
84640,1,13,6
84644,1,2,4
84644,1,6,2
84644,1,9,4
84644,1,13,7
84644,1,17,10
84644,1,18,1
84644,1,19,8
84644,1,20,5
84644,1,27,2
84644,1,31,7
84644,1,37,3
84644,2,9,1
84644,2,13,3
84644,2,37,1
84644,3032,607,2
84647,1,18,6
84648,1,6,6
84652,1,18,1
84656,1,28,8
84659,1,19,2
84665,1,13,4
84665,1,17,1
84665,1,53,5
84671,1,1,1
84671,2,13,1
84680,1,19,6
84680,1,35,2
84687,1,13,9
84687,1,44,4
84696,1,13,2
84696,1,20,1
84696,2,13,1
84701,1,13,1
84703,1,8,3
84703,1,14,1
84703,1,19,8
84706,1,19,1
84706,1,27,1
84716,1,19,3
84718,1,19,3
84724,1,6,1
84725,1,13,1
84725,1,18,5
84725,1,19,1
84728,1,18,1
84728,1,19,2
84728,1,53,5
84736,1,13,8
84740,1,19,1
84740,1,22,1
84749,1,1,1
84749,1,19,1
84758,1,13,1
84758,1,17,3
84758,1,22,4
84765,1,28,4
84770,1,8,1
84770,1,13,2
84774,1,3,1
84774,1,6,1
84774,1,8,3
84774,1,10,5
84774,1,13,10
84774,1,15,3
84774,1,16,1
84774,1,19,9
84774,1,20,3
84774,1,22,1
84774,1,34,1
84774,1,36,3
84774,1,37,4
84774,1,41,1
84774,1,42,1
84774,1,53,2
84774,2,9,1
84774,2,36,1
84774,3032,607,1
84792,1,13,1
84793,1,19,1
84794,2,11,1
84794,2,15,1
84798,1,1,1
84808,1,13,7
84808,1,16,2
84808,1,20,1
84810,1,22,6
84812,1,3,1
84812,1,13,2
84812,1,17,3
84817,1,13,1
84817,1,19,3
84817,1,22,1
84831,2,19,1
84835,1,19,1
84836,1,37,1
84841,1,19,2
84841,1,83,1
84846,1,20,1
84846,1,96,1
84860,1,10,3
84863,2,58,6
84866,1,13,1
84867,1279,21,1
84869,1,19,3
84869,1,47,2
84870,0,24,1
84870,1,17,1
84870,1,19,4
84872,0,21,1
84872,1,9,3
84872,1,16,1
84872,1,17,4
84872,1,19,1
84882,1,13,7
84888,1,19,1
84888,1,22,1
84888,2,13,4
84895,1,15,1
84896,1,1,1
84896,1,2,3
84896,1,3,3
84896,1,4,1
84896,1,6,5
84896,1,8,1
84896,1,9,2
84896,1,10,2
84896,1,11,1
84896,1,13,10
84896,1,15,5
84896,1,16,1
84896,1,17,5
84896,1,18,2
84896,1,19,10
84896,1,20,3
84896,1,22,2
84896,1,25,3
84896,1,26,1
84896,1,32,4
84896,1,37,2
84896,1,41,2
84896,1,46,1
84896,1,49,1
84896,1,52,1
84896,2,2,1
84896,2,9,3
84896,2,13,1
84896,2,19,3
84896,2,20,1
84896,2,27,1
84896,2,49,2
84896,2,63,1
84896,3032,607,1
84900,1,13,1
84901,1,13,1
84901,1,19,6
84901,1,41,3
84901,2,13,1
84902,1,13,7
84909,1,27,1
84916,1,17,1
84916,1,19,5
84916,1,22,2
84916,1,27,2
84916,3032,607,1
84926,1,13,1
84931,1,13,1
84934,1,19,6
84934,1,23,4
84934,1,27,2
84934,2,9,1
84934,2,47,1
84937,1,13,1
84942,1,10,2
84942,1,13,7
84942,1,19,2
84948,1,15,1
84948,1,19,1
84953,2,13,1
84953,2,15,2
84954,0,24,1
84954,1,19,3
84959,1,19,10
84968,1,8,3
84968,1,13,4
84972,1,13,6
84972,1,27,1
84974,1,13,6
84975,1,1,2
84975,1,13,1
84975,1,19,3
84986,1,13,1
84987,1,11,2
84988,1,22,1
84988,1,23,1
84991,0,21,1
84991,1,9,1
84991,1,13,6
84991,1,19,2
84991,1,41,1
84991,1,53,6
84991,59,8,4
84996,1,19,6
84998,1,19,1
85006,1,13,5
85018,1,8,1
85018,1,19,6
85026,0,0,1
85026,1,11,4
85026,1,13,1
85026,1,19,1
85026,2,19,1
85026,1514,38,1
85029,1,19,6
85037,1,17,4
85041,1,19,5
85050,1,2,1
85050,1,3,1
85051,1,17,13
85053,1,18,1
85053,1,19,2
85055,1,13,2
85056,1,13,5
85056,1,27,4
85056,1,607,1
85056,2,9,1
85058,2,5,1
85059,1,13,4
85059,1,22,4
85062,1,19,4
85065,1,12,7
85065,1,13,3
85065,1,18,2
85065,1,19,9
85065,1,25,3
85065,2,9,1
85065,3032,607,1
85067,1,12,1
85067,1,49,2
85068,2,41,3
85072,1,6,2
85072,1,8,1
85072,1,13,3
85072,1,17,7
85072,1,19,5
85072,1,41,3
85072,2,35,2
85074,1,37,4
85084,1,13,1
85084,1,16,4
85085,0,50,1
85085,1,13,4
85085,1,19,3
85085,1,27,1
85085,1,37,3
85088,1,13,4
85088,1,22,2
85088,1,41,1
85090,1,13,5
85090,1,17,7
85096,1,18,2
85101,1,33,1
85106,1,13,1
85106,1,19,2
85106,1,22,1
85107,1,6,1
85107,1,10,9
85107,1,12,1
85107,1,13,4
85107,1,15,1
85107,1,17,1
85107,1,19,13
85107,1,20,1
85107,1,32,1
85107,1,35,1
85107,1,41,2
85107,2,3,1
85107,2,14,1
85107,2,49,4
85108,1,19,5
85108,1,58,1
85109,2,11,1
85111,1,13,1
85111,1,19,2
85111,1,37,2
85120,1,3,2
85120,1,6,1
85120,1,8,10
85120,1,9,1
85120,1,10,2
85120,1,13,9
85120,1,19,3
85120,1,22,6
85121,1,19,1
85121,1,20,1
85122,299,0,1
85129,1,19,5
85134,1,13,13
85134,1,17,1
85134,1,19,2
85140,1,7,2
85140,1,19,1
85144,1,19,9
85144,1,32,1
85145,1,10,2
85147,1,13,1
85147,1,15,13
85150,1,3,1
85150,1,11,1
85150,1,13,5
85150,1,18,2
85150,1,19,8
85150,1,22,10
85150,1,25,2
85150,1,27,2
85150,2,9,2
85150,2,17,1
85154,1,13,1
85154,1,17,1
85154,1,19,4
85154,1,37,5
85155,1,19,1
85159,1,18,6
85170,1,12,4
85170,1,18,1
85170,1,20,1
85171,1,19,3
85172,1,4,2
85172,2,9,4
85172,2,13,2
85177,2,27,1
85183,1,10,1
85188,1,9,1
85188,1,14,3
85188,1,16,3
85188,1,19,4
85188,1,25,1
85188,2,6,1
85188,2,13,1
85188,2,16,3
85188,2,19,2
85190,1,18,7
85192,1,6,3
85192,1,8,2
85192,1,13,6
85192,1,16,2
85192,1,19,7
85192,1,49,1
85192,2,19,1
85193,1,8,2
85193,1,22,2
85196,1,19,5
85200,1,7,3
85200,1,27,1
85205,1,13,4
85206,1,6,2
85206,1,13,1
85207,1,19,1
85208,1,17,3
85208,1,19,5
85221,1,10,4
85221,1,13,12
85223,1,19,6
85227,1,13,1
85234,1,17,4
85235,1,18,3
85235,1,26,5
85236,1,23,1
85236,1,39,1
85241,1,17,7
85241,1,18,1
85242,1,12,1
85242,1,47,1
85246,1,19,2
85256,1,13,1
85262,1,13,6
85263,1,19,2
85274,1,13,1
85274,1,14,1
85274,1,19,1
85274,1,37,1
85277,1,19,1
85278,1,13,1
85278,1,46,4
85278,1,58,1
85287,1,19,1
85294,1,19,3
85297,1,19,3
85302,1,19,1
85310,1,13,10
85314,1,25,1
85323,1,19,4
85323,1,22,2
85328,1,16,1
85328,1,19,4
85328,1,30,1
85329,1,1,1
85329,1,3,3
85329,1,9,2
85329,1,10,3
85329,1,13,5
85329,1,14,7
85329,1,16,1
85329,1,17,1
85329,1,19,12
85329,1,20,2
85329,1,22,1
85329,1,37,7
85329,1,41,3
85329,1,46,1
85329,2,3,7
85329,2,9,1
85329,2,15,4
85329,2,22,1
85331,1,8,4
85331,1,10,4
85331,1,15,3
85334,1,37,1
85340,1,20,1
85341,1,6,8
85364,1,13,4
85364,1,19,5
85366,1,28,1
85370,1,13,1
85375,1,19,10
85387,1,13,1
85387,1,66,11
85389,1,6,2
85389,1,10,1
85389,1,13,15
85401,1,3,1
85401,1,19,1
85410,1,8,1
85412,1,14,1
85415,1,13,1
85417,1,13,1
85419,1,26,2
85420,1,8,5
85420,2,37,5
85421,1,19,1
85427,1,13,1
85427,1,19,2
85439,1,19,11
85439,1,22,5
85442,1,19,1
85442,1,22,1
85442,2,9,1
85445,1,13,4
85457,1,16,1
85476,1,18,1
85476,1,19,10
85482,1,8,3
85482,1,19,3
85482,3032,607,1
85489,1,26,2
85491,1,10,1
85493,1,18,1
85494,1,15,1
85494,1,19,1
85506,1,13,6
85512,1,13,4
85516,1,13,1
85517,1,17,7
85530,1,19,1
85533,1,13,2
85536,1,19,1
85541,1,18,1
85541,1,23,4
85541,1,25,8
85560,1,8,3
85560,1,22,1
85572,1,13,4
85572,1,22,1
85577,1,13,2
85577,1,15,6
85577,1,19,2
85577,1,22,10
85592,1,18,2
85593,1,17,1
85603,1,19,2
85603,1,23,1
85620,1,13,8
85620,1,57,1
85620,2,2,1
85621,1,22,1
85624,1,19,1
85625,0,24,1
85625,1,9,5
85625,1,13,2
85625,1,17,4
85625,1,19,7
85625,1,20,5
85625,1,25,1
85625,1,35,3
85625,1,47,2
85625,2,13,1
85625,2,17,1
85625,2,26,1
85628,1,1,7
85631,1,17,1
85631,1,19,11
85631,1,32,1
85644,0,29,1
85644,1,3,3
85644,1,6,2
85644,1,8,5
85644,1,9,1
85644,1,11,1
85644,1,13,4
85644,1,15,4
85644,1,19,2
85644,1,20,3
85644,1,23,1
85644,1,37,1
85644,1,41,2
85644,2,9,1
