ip,device,os,ip_device_os_app_4
94812,1,13,4
94812,1,14,3
94820,1,41,8
94824,1,13,1
94826,1,13,9
94826,1,37,5
94853,1,13,1
94874,1,19,5
94877,0,607,1
94886,1,6,2
94888,1,22,3
94905,1,37,1
94924,1,19,3
94924,1,607,1
94933,1,20,2
94934,1,28,1
94936,1,19,1
94954,1,41,5
94958,1,22,4
95002,1,14,1
95006,1,19,5
95006,1,30,1
95006,1,35,3
95006,1,607,1
95006,2,13,1
95007,1,23,1
95016,1,19,2
95029,1,9,1
95029,1,16,2
95029,1,17,1
95029,1,18,1
95029,1,19,9
95029,1,22,3
95029,1,37,4
95029,2,9,1
95029,2,13,1
95029,2,17,1
95029,2,37,5
95031,1,19,2
95038,1,13,3
95063,1,20,6
95064,1,18,3
95081,1,13,2
95083,1,13,4
95083,1,25,1
95089,1,19,4
95097,1,17,4
95104,2,13,2
95111,1,12,1
95111,1,13,2
95111,1,14,1
95111,1,19,5
95111,1,22,1
95111,2,9,3
95111,2,17,1
95111,2,19,1
95125,1,18,3
95133,1,35,2
95140,1,19,1
95145,1,8,4
95145,1,13,9
95145,1,19,6
95145,1,37,2
95145,1,53,2
95145,2,3,1
95145,2,11,1
95145,2,27,1
95155,1,19,3
95171,1,13,1
95173,1,14,10
95173,1,19,1
95177,1,8,6
95177,1,15,2
95177,1,18,1
95177,1,19,1
95183,1,19,3
95196,1,15,2
95199,1,4,2
95199,1,13,1
95199,1,19,2
95199,1,22,7
95199,2,13,1
95223,1,23,1
95245,1,35,3
95246,1,13,3
95246,1,22,2
95248,1,14,4
95255,1,10,2
95263,1,13,1
95263,1,17,2
95263,1,19,1
95312,1,6,3
95324,1,19,1
95324,2,16,1
95336,1,11,1
95336,1,28,4
95365,1,22,5
95366,1,13,5
95366,1,17,2
95366,1,19,4
95388,1,22,1
95411,1,13,4
95411,1,35,4
95411,1,37,1
95421,1,18,4
95434,1,13,4
95434,1,26,1
95442,1,13,3
95442,1,19,2
95442,1,23,1
95447,1,17,6
95461,1,19,2
95468,1,1,9
95468,1,18,1
95468,1,19,1
95468,1,25,2
95498,1,20,1
95509,1,13,7
95509,1,17,7
95509,1,19,2
95509,1,20,2
95540,1,17,1
95541,1,17,3
95546,1,12,3
95546,1,17,2
95546,1,20,2
95546,1,28,3
95546,1,32,4
95556,1,19,2
95567,1,13,4
95570,1,20,1
95585,1,13,2
95585,1,32,2
95601,1,19,6
95609,1,1,1
95609,1,18,1
95620,1,19,1
95631,1,11,5
95640,1,19,1
95650,1,19,1
95663,1,2,5
95663,1,13,1
95663,3032,607,1
95671,1,13,1
95681,1,19,1
95683,1,13,3
95686,1,19,4
95691,1,3,7
95691,1,10,2
95691,1,19,7
95694,1,44,4
95718,1,13,9
95725,1,23,2
95732,1,3,1
95737,1,20,5
95765,1,22,5
95766,0,24,1
95766,1,3,7
95766,1,6,7
95766,1,9,8
95766,1,13,9
95766,1,15,1
95766,1,17,7
95766,1,18,3
95766,1,19,10
95766,1,20,1
95766,1,22,1
95766,1,23,2
95766,1,27,5
95766,1,30,3
95766,1,32,1
95766,1,37,5
95766,2,2,1
95766,2,10,1
95766,2,13,2
95766,2,17,1
95766,2,19,3
95766,2,27,1
95766,2,37,1
95766,3032,607,3
95788,1,8,4
95788,1,19,2
95788,1,25,1
95792,1,22,1
95808,1,17,6
95820,1,1,7
95820,1,3,2
95820,1,6,1
95820,1,8,2
95820,1,9,1
95820,1,12,3
95820,1,13,7
95820,1,17,5
95820,1,19,8
95820,1,28,6
95820,1,36,2
95820,1,41,3
95848,1,8,2
95856,1,17,2
95870,1,19,1
95884,1,15,4
95891,1,10,1
95891,1,13,1
95891,1,20,1
95894,1,12,4
95894,1,17,4
95906,1,19,2
95906,1,20,2
95924,1,13,3
95924,1,16,1
95924,3032,607,1
95929,1,13,5
95929,1,14,1
95929,1,18,2
95929,1,19,2
95929,1,20,2
95942,3032,607,1
95960,1,8,1
95962,1,13,4
95962,1,17,2
95967,1,19,1
95968,1,19,2
95982,1,13,4
95982,1,28,3
95984,1,10,4
96015,1,19,1
96030,1,8,2
96031,1,19,1
96037,1,3,7
96037,1,13,3
96060,1,19,2
96063,1,8,2
96063,1,17,8
96063,1,25,2
96066,1,20,3
96081,1,19,3
96083,1,13,3
96083,1,16,5
96083,1,19,6
96091,1,20,1
96099,1,2,1
96102,1,31,1
96103,1,13,6
96103,1,14,8
96105,1,8,2
96105,1,13,5
96105,1,40,1
96131,1,19,1
96135,1,13,9
96135,1,19,3
96138,1,18,2
96139,1,9,1
96139,1,22,8
96147,1,18,2
96147,1,19,1
96163,1,19,1
96165,1,13,2
96165,1,19,4
96165,1,41,4
96190,1,13,5
96190,1,19,5
96198,1,19,1
96201,1,6,1
96211,1,13,2
96224,1,19,7
96224,3032,607,1
96249,1,13,4
96275,1,19,2
96298,1,6,1
96298,1,13,5
96308,1,14,4
96308,1,16,1
96308,1,19,1
96313,1,10,1
96313,1,13,4
96313,1,17,1
96313,1,19,1
96313,1,23,3
96333,1,19,1
96335,1,19,3
96388,1,15,2
96388,1,19,6
96388,1,41,9
96410,1,22,2
96435,1,32,1
96442,1,37,1
96464,1,17,1
96590,1,19,1
96590,1,32,2
96618,1,13,3
96637,1,9,1
96653,1,19,1
96699,1,18,1
96699,1,25,1
96710,1,19,4
96744,1,19,3
96752,1,18,2
96760,1,17,10
96760,1,25,3
96760,1,41,1
96777,1,19,2
96801,1,43,1
96831,1,19,2
96850,1,31,4
96865,1,13,8
96872,3032,607,1
96882,1,10,3
96891,1,13,2
96891,1,35,3
96892,1,49,1
96898,1,607,1
96902,1,19,1
96903,1,19,2
96906,1,19,2
96914,1,13,1
96914,2,19,1
96916,1,13,1
96920,1,13,1
96933,1,12,1
96933,1,13,1
96937,1,13,8
96937,1,27,3
96937,1,32,3
96940,1,19,1
96948,1,18,1
96955,1,17,1
96963,1,19,1
96974,1,17,8
96984,1,13,4
96989,1,13,1
96989,1,19,2
97000,1,12,4
97000,3032,607,1
97013,1,6,2
97013,1,16,3
97014,1,18,2
97018,1,10,1
97018,1,18,1
97043,1,13,1
97043,1,19,3
97053,1,13,5
97067,1,10,4
97067,1,19,2
97073,1,13,1
97100,1,19,1
97126,1,14,4
97126,1,18,9
97126,1,19,3
97197,1,13,3
97197,1,19,1
97197,1,32,1
97213,1,19,4
97219,1,9,4
97242,1,17,2
97242,1,32,6
97300,1,16,4
97304,1,17,2
97306,1,10,6
97327,1,17,1
97327,1,19,2
97338,1,9,1
97338,1,13,4
97361,1,10,1
97361,1,17,4
97378,1,18,3
97387,1,13,1
97390,1,19,4
97392,1,10,6
97392,1,13,1
97392,1,19,10
97399,1,10,3
97399,1,17,2
97412,1,19,2
97412,3032,607,1
97421,1,19,5
97425,1,13,1
97425,1,42,1
97426,1,19,1
97447,1,19,1
97463,1,6,2
97463,1,9,1
97463,1,13,4
97463,1,14,7
97463,1,19,5
97463,1,25,4
97463,1,27,1
97463,1,32,2
97463,2,37,1
97474,1,10,1
97490,1,17,6
97494,1,8,2
97494,1,19,4
97500,1,8,1
97500,1,19,1
97500,1,56,2
97500,2,13,2
97514,1,9,4
97514,1,13,4
97519,1,18,3
97546,1,17,4
97551,1,13,3
97552,1,53,9
97553,1,13,1
97600,1,22,3
97646,1,1,6
97646,1,12,1
97646,1,13,2
97646,1,19,7
97646,1,41,1
97646,2,19,1
97670,1,13,2
97670,1,22,3
97670,2,9,1
97684,1,9,1
97684,1,14,1
97684,1,16,1
97684,1,17,2
97684,1,19,1
97684,1,30,1
97684,2,19,1
97684,2,32,3
97698,1,16,1
97716,1,19,4
97716,1,30,1
97716,1,40,2
97716,1,607,1
97724,1,19,1
97738,1,19,2
97739,1,14,1
97744,1,7,3
97744,1,8,4
97744,1,13,3
97744,1,18,1
97744,1,19,2
97744,1,20,2
97744,1,25,1
97744,1,31,1
97744,1,607,1
97744,2,18,1
97765,1,9,1
97773,1,10,1
97773,1,19,1
97773,1,22,1
97773,1,25,1
97773,1,47,2
97773,2,49,1
97793,1,6,1
97793,1,18,1
97818,1,8,1
97833,0,24,1
97851,1,22,3
97858,1,19,9
97864,1,20,1
97866,1,13,2
97883,1,17,3
97883,1,19,1
97890,1,25,4
97903,1,13,1
97911,1,16,1
97971,1,10,1
97982,1,18,1
97983,1,13,2
97983,1,22,1
97995,1,13,4
98033,1,9,2
98033,1,12,2
98033,1,17,4
98033,1,19,3
98033,1,25,1
98033,1,34,4
98033,2,16,4
98033,2,19,1
98052,1,13,3
98052,1,17,1
98052,1,19,9
98052,2,13,6
98073,1,25,4
98083,1,19,1
98084,1,36,3
98180,3032,607,1
98198,1,40,1
98198,1,46,1
98198,2,9,2
98207,1,17,1
98255,1,77,1
98260,1,32,1
98261,1,19,3
98261,3032,607,1
98265,1,13,4
98274,1,19,5
98280,1,13,2
98286,1,18,9
98293,1,13,1
98293,1,19,1
98293,1,37,1
98293,2,13,3
98293,2,19,1
98298,1,10,3
98302,1,13,1
98305,1,8,1
98305,1,13,1
98305,1,18,2
98317,1,47,3
98324,1,22,1
98342,1,3,1
98342,1,16,1
98342,1,19,5
98344,1,10,1
98344,1,17,3
98349,1,13,1
98353,1,15,1
98363,1,22,2
98365,1,14,4
98365,1,25,1
98370,1,13,4
98374,1,13,2
98379,1,12,3
98379,1,36,3
98390,1,13,1
98391,1,18,4
98391,1,19,3
98395,1,13,3
98403,1,22,2
98403,1,25,2
98403,1,37,1
98406,1,19,2
98406,1,41,1
98408,1,13,3
98408,1,19,1
98408,1,32,2
98412,1,13,3
98412,1,16,4
98412,1,25,4
98421,1,18,1
98422,1,19,7
98424,1,19,2
98424,1,58,1
98429,1,13,2
98429,1,17,1
98429,1,19,1
98429,1,37,1
98432,1,19,1
98432,1,22,1
98432,1,27,3
98433,1,13,6
98433,1,17,1
98435,1,13,3
98435,1,18,1
98439,1,13,1
98439,1,18,3
98439,1,19,1
98439,1,20,2
98439,3032,607,1
98454,1,6,4
98454,1,13,5
98454,1,22,7
98471,1,12,1
98471,1,13,1
98472,1,13,1
98472,1,19,3
98472,1,22,2
98474,1,13,1
98476,1,20,4
98476,2,13,2
98481,1,13,3
98488,1,41,10
98488,2,58,1
98521,1,25,1
98521,1,26,1
98526,1,19,2
98530,1,19,1
98530,1,23,1
98531,1,13,1
98531,1,37,3
98534,1,22,1
98554,1,13,1
98554,1,14,2
98556,1,10,3
98556,1,12,1
98556,1,13,6
98556,1,30,2
98556,1,42,6
98556,3032,607,1
98566,1,46,1
98581,3032,607,1
98593,1,15,1
98593,1,23,2
98602,1,23,2
98606,1,3,2
98622,1,13,4
98635,1,9,1
98635,1,14,1
98637,1,34,1
98637,3032,607,1
98648,1,22,7
98682,1,25,1
98699,1,13,7
98701,1,13,1
98734,1,16,6
98738,1,8,5
98738,1,13,3
98738,1,15,2
98738,1,17,4
98748,1,17,3
98762,1,8,1
98762,1,17,2
98762,1,19,1
98765,1,17,1
98815,1,19,2
98826,3032,607,1
98853,1,13,4
98875,1,3,6
98875,1,13,1
98881,1,13,1
98881,1,26,3
98909,1,19,3
98912,1,13,1
98912,1,15,2
98912,1,19,2
98912,1,37,7
98918,1,3,2
98944,1,13,3
98944,1,20,1
98971,1,3,10
98971,1,13,2
98971,1,22,2
98971,1,37,1
98989,1,6,6
98995,1,10,4
98995,1,13,1
98995,1,19,1
98995,1,30,1
99016,1,25,2
99024,1,11,4
99024,1,17,4
99024,1,19,1
99024,1,37,1
99024,1,41,6
99044,1,13,2
99044,1,19,1
99044,1,32,1
99054,1,15,1
99054,1,20,1
99063,1,14,1
99069,1,19,4
99075,1,18,2
99075,1,19,3
99085,1,13,1
99094,1,15,4
99094,1,19,1
99094,1,53,1
99099,1,19,1
99130,1,13,1
99140,1,13,1
99140,1,16,2
99150,1,6,2
99150,1,19,1
99150,1,20,1
99150,1,22,3
99150,1,49,1
99158,1,12,4
99158,3032,607,1
99160,1,17,3
99160,2,19,3
99162,1,3,5
99164,1,13,6
99191,1,17,2
99191,1,22,6
99199,1,9,2
99199,1,14,1
99219,1,19,1
99219,1,25,1
99225,1,32,1
99226,1,9,1
99226,1,10,1
99226,1,18,3
99226,1,20,1
99226,2,13,1
99232,1,19,1
99240,1,41,3
99243,1,22,1
99267,1,13,2
99267,1,15,4
99292,1,18,1
99309,1,28,6
99311,1,13,2
99311,1,19,1
99311,1,22,3
99311,2,13,4
99311,3032,607,1
99344,1,1,4
99344,1,17,2
99344,1,22,3
99349,1,19,6
99351,1,35,1
99371,1,8,1
99377,1,19,2
99408,1,19,5
99437,1,10,4
99437,1,19,3
99437,1,35,1
99451,1,8,2
99482,1,6,1
99482,1,25,3
99512,1,20,1
99523,1,1,1
99523,1,12,1
99523,1,13,4
99529,1,13,1
99542,1,19,7
99556,1,1,1
99556,1,9,2
99573,1,13,1
99579,1,6,1
99579,1,25,3
99583,1,13,2
99583,1,18,3
99599,1,6,1
99610,1,17,4
99610,1,19,4
99611,1,19,2
99641,1,6,3
99641,1,10,1
99641,1,15,3
99653,1,18,1
99703,1,13,4
99722,1,35,6
99722,1,43,2
99723,1,13,1
99744,1,10,1
99754,1,4,1
99754,1,6,3
99754,1,13,7
99754,1,17,1
99754,1,19,5
99754,1,22,2
99754,1,25,1
99754,1,43,1
99754,2,13,1
99755,1,18,5
99762,1,19,1
99769,1,3,4
99769,1,6,1
99769,1,13,4
99769,1,15,1
99769,1,19,5
99769,1,22,1
99769,2,19,1
99777,1,28,1
99787,1,13,4
99803,1,25,1
99809,1,6,1
99809,1,30,2
99810,1,13,2
99816,1,37,1
99836,1,19,5
99837,1,13,1
99843,1,19,1
99843,1,57,1
99856,1,13,6
99856,1,15,4
99856,1,17,3
99856,1,18,5
99856,1,19,6
99856,1,42,1
99856,2,9,1
99856,2,60,1
99862,1,17,1
99862,1,19,4
99862,1,26,1
99868,1,70,7
99872,1,9,2
99887,1,4,1
99893,1,18,6
99895,1,17,3
99895,1,19,1
99897,1,10,3
99897,1,13,1
99897,1,17,2
99897,1,19,2
99897,1,20,4
99897,1,35,1
99897,2,13,4
99897,2,65,1
99906,1,13,2
99906,1,18,3
99906,1,19,3
99912,1,13,1
99914,1,22,1
99915,1,13,1
99915,1,15,1
99915,1,19,8
99915,1,22,1
99915,1,25,1
99915,1,27,1
99915,2,9,2
99926,1,19,9
99927,1,11,2
99927,1,13,4
99940,1,8,1
99940,1,13,2
99940,1,25,2
99940,1,53,4
99944,1,13,2
99944,1,17,2
99944,1,19,2
99944,1,22,2
99944,1,25,1
99944,1,35,4
99944,1,40,3
99944,2,8,4
99945,1,19,3
99959,3032,607,1
99960,1,1,1
99960,1,19,1
99960,1,27,1
99961,1,13,2
99980,1,13,4
99987,1,13,2
100002,1,13,4
100009,1,17,5
100013,1,2,1
100013,1,13,1
100015,1,17,3
100020,1,14,5
100032,1,19,2
100042,1,13,7
100042,1,15,2
100042,1,17,1
100042,1,18,1
100042,1,19,6
100042,1,22,1
100042,2,9,1
100042,2,19,1
100045,1,19,1
100050,1,3,1
100054,1,13,3
100054,1,18,1
100057,1,9,3
100057,1,19,4
100066,1,17,5
100066,1,37,4
100075,1,1,2
100075,1,6,2
100084,1,13,6
100084,1,22,2
100084,1,41,3
100088,1,6,1
100088,1,8,2
100088,1,13,4
100088,1,18,1
100088,1,19,3
100088,1,22,1
100088,1,23,2
100088,1,41,1
100088,2,88,3
100118,1,20,1
100118,1,31,3
100127,1,19,1
100131,1,18,2
100133,1,3,1
100135,1,41,4
100152,1,19,2
100157,1,12,1
100157,1,18,3
100160,1,19,3
100176,1,13,1
100176,1,15,2
100182,0,29,1
100182,1,1,2
100182,1,8,1
100182,1,13,11
100182,1,14,1
100182,1,16,1
100182,1,19,3
100182,1,22,1
100182,1,23,2
100182,1,41,1
100182,1,53,1
100182,2,13,2
100212,1,1,1
100212,1,2,1
100212,1,8,6
100212,1,15,3
100212,1,16,6
100212,1,18,1
100212,1,19,5
100212,1,20,4
100212,1,47,1
100212,1,53,1
100212,2,30,2
100216,1,19,4
100224,1,13,1
100226,1,19,2
100236,3032,607,1
100245,1,13,2
100245,1,18,1
100256,1,8,2
100256,1,19,1
100258,1,6,1
100268,1,13,5
100268,1,28,1
100275,0,50,1
100275,1,2,1
100275,1,6,1
100275,1,8,1
100275,1,9,2
100275,1,10,3
100275,1,13,16
100275,1,14,3
100275,1,16,8
100275,1,17,12
100275,1,18,11
100275,1,19,17
100275,1,20,8
100275,1,23,7
100275,1,32,2
100275,1,34,1
100275,1,35,1
100275,1,53,9
100275,1,98,4
100275,1,607,1
100275,2,2,1
100275,2,13,1
100275,2,17,4
100275,2,19,1
100275,3032,607,1
100276,1,3,4
100276,1,17,1
100276,1,26,3
100300,1,19,5
100300,1,25,4
100309,1,13,4
100309,3032,607,1
100311,1,8,2
100311,1,13,4
100311,1,27,1
100311,1,28,4
100311,1,47,12
100323,1,15,1
100333,1,8,4
100333,1,9,1
100333,1,14,1
100337,1,13,2
100339,1,13,4
100339,1,17,1
100339,1,19,2
100341,1,6,1
100341,1,13,6
100341,1,18,1
100341,1,37,2
100349,1,19,3
100361,1,37,1
100375,1,17,1
100393,1,3,1
100393,1,6,1
100393,1,10,1
100393,1,12,4
100393,1,13,3
100393,1,19,6
100393,1,20,2
100393,1,22,3
100393,1,47,3
100393,1,53,1
100393,2,13,1
100393,2,49,1
100393,2,52,1
100401,1,8,4
100401,1,30,1
100445,1,1,4
100445,1,3,1
100445,1,16,4
100452,1,13,1
100460,1,16,3
100485,1,17,6
100494,1,31,2
100494,1,37,1
100494,2,41,1
100494,2,145,2
100501,1,9,2
100502,1,6,2
100502,1,22,7
100502,1,47,1
100510,1,13,1
100510,1,18,8
100530,1,18,1
100534,1,10,2
100571,1,19,4
100572,1,14,1
100579,1,25,2
100584,1,15,1
100602,1,41,2
100608,1,41,7
100617,1,3,1
100654,1,19,3
100657,1,25,1
100665,1,13,1
100694,1,3,3
100697,1,17,1
100701,1,17,10
100724,1,30,2
100727,1,8,1
100738,1,25,2
100748,1,17,7
100748,1,19,4
100763,1,8,1
100763,1,14,2
100785,1,1,5
100785,1,19,2
100785,1,31,2
100794,1,13,3
100794,1,19,4
100806,1,19,4
100809,3032,607,1
100814,1,13,1
100837,1,17,4
100838,1,3,5
100840,1,19,1
100850,1,17,1
100867,1,14,4
100869,1,8,12
100869,1,16,4
100869,1,18,2
100869,1,19,3
100869,2,22,1
100901,1,18,1
100901,1,19,9
100901,1,22,4
100901,1,25,5
100929,1,6,1
100929,1,13,1
100929,1,16,1
100929,1,19,3
100929,1,22,1
100929,1,25,1
100929,1,28,5
100929,2,19,1
100933,1,9,8
100933,1,22,1
100933,1,607,1
100933,2,13,3
100946,1,13,3
100959,1,4,1
100959,1,9,4
100959,1,13,1
100959,1,14,1
100959,1,18,2
100959,1,19,5
100959,1,28,10
100959,1,30,1
100959,2,13,2
100960,1,19,3
100960,1,22,3
100971,1,3,9
100971,1,6,5
100971,1,9,1
100971,1,13,2
100971,1,15,3
100971,1,16,3
100971,1,18,3
100971,1,19,12
100971,1,25,1
100971,1,31,1
100971,1,35,2
100971,1,41,3
100997,1,13,5
101027,1,3,3
101056,1,17,5
101059,1,13,4
101072,1,19,1
101081,1,10,5
101081,1,19,1
101089,2,17,2
101111,1,13,1
101111,1,19,2
101133,1,13,1
101136,1,13,1
101183,1,13,5
101183,1,19,3
101211,1,22,3
101243,1,19,1
101250,1,17,1
101265,1,1,2
101265,1,19,8
101270,1,13,3
101277,1,13,2
101294,1,19,1
101331,1,15,3
101331,1,19,1
101342,1,16,1
101342,1,19,3
101347,1,13,3
101371,1,15,1
101392,1,13,5
101395,1,17,1
101399,1,17,1
101399,1,19,1
101401,1,19,5
101402,3032,607,1
101407,1,25,4
101412,1,1,1
101428,1,18,1
101435,1,13,3
101435,1,19,1
101456,1,13,3
101459,1,19,4
101480,1,37,3
101487,1,19,3
101511,1,19,2
101562,1,28,1
101565,1,19,3
101567,1,6,1
101567,1,13,4
101614,1,43,1
101668,1,1,4
101668,1,13,5
101716,1,19,1
101772,1,20,1
101772,1,25,6
101774,1,8,1
101774,1,13,5
101810,1,19,3
101814,1,41,6
101818,1,1,2
101827,1,12,5
101827,1,19,3
101839,1,6,10
101839,1,17,1
101863,1,13,2
101863,1,19,3
101863,1,22,1
101863,1,27,1
101863,1,36,1
101863,1,41,2
101863,2,6,1
101863,2,16,1
101894,1,14,1
101894,1,16,1
101894,1,17,2
101894,1,19,2
101894,1,22,2
101894,1,30,1
101894,2,13,1
101896,1,16,1
101909,1,13,1
101919,1,13,2
101919,1,17,2
101919,1,19,4
101919,1,25,1
101919,1,32,1
101919,2,13,5
101936,1,3,2
101941,1,9,2
101941,1,13,2
101941,1,20,2
101941,1,32,1
101941,2,9,1
101957,1,19,1
101973,1,19,3
101981,1,13,1
101990,1,18,3
102009,1,19,3
102025,1,9,1
102025,1,16,3
102025,1,17,2
102025,1,19,2
102025,1,25,2
102025,2,19,4
102025,2,77,1
102025,2,100,3
102030,1,19,2
102040,1,18,4
102040,1,22,2
102053,1,19,1
102057,1,13,2
102065,1,3,2
102065,1,6,2
102065,1,8,2
102065,1,13,10
102065,1,19,3
102065,59,12,1
102066,1,8,1
102071,1,19,1
102082,1,13,5
102082,1,17,1
102082,1,19,4
102082,2,10,1
102094,1,13,1
102094,1,19,3
102099,1,20,2
102103,1,19,4
102118,1,19,3
102118,2,27,1
102118,2,41,1
102125,1,13,1
102125,3032,607,1
102129,1,20,2
102135,1,13,1
102149,1,19,1
102149,1,37,1
102155,1,13,3
102156,1,13,5
102160,1,19,2
102163,1,13,2
102181,1,30,5
102194,1,20,1
102203,1,6,1
102203,1,10,8
102206,1,13,4
102206,1,14,5
102206,1,19,1
102206,1,20,1
102206,2,19,5
102206,3032,607,1
102211,1,15,2
102225,1,13,5
102235,1,19,2
102235,2,20,2
102235,2,27,2
102239,1,15,4
102239,1,20,6
102243,1,17,3
102243,1,19,1
102264,1,2,1
102264,1,6,1
102264,1,18,1
102264,1,19,1
102264,1,44,4
102264,2,10,1
102275,1,22,1
102277,2,8,1
102278,1,17,6
102280,1,13,4
102280,1,15,4
102280,1,19,9
102280,1,32,1
102280,2,2,2
102301,1,49,2
102302,1,17,1
102302,1,19,1
102307,1,19,3
102307,2,9,2
102334,1,19,3
102350,1,14,1
102357,1,3,1
102357,1,8,2
102357,1,15,1
102357,1,19,2
102374,1,19,1
102382,1,13,4
102382,1,41,1
102383,1,25,1
102394,1,22,4
102397,1,30,2
102422,1,19,1
102435,1,20,4
102452,1,13,2
102452,1,17,3
102456,1,19,6
102458,1,19,1
102467,1,17,4
102467,1,19,1
102467,1,22,2
102467,1,25,1
102475,1,13,1
102476,1,19,4
102509,1,12,3
102511,1,25,2
102511,2,28,1
102515,1,23,2
102516,1,16,2
102543,1,25,1
102575,1,19,3
102592,1,8,4
102592,1,19,2
102592,2,15,2
102614,1,1,1
102614,1,19,2
102614,1,27,1
102628,1,10,1
102630,1,8,3
102631,1,2,6
102633,1,19,3
102637,1,22,2
102644,2,13,1
102652,1,19,2
102670,1,13,4
102684,1,14,1
102738,1,19,4
102748,1,17,4
102748,2,9,2
102748,2,22,1
102757,1,19,1
102757,1,37,2
102767,1,19,1
102772,1,13,2
102772,1,37,2
102784,1,13,4
102795,1,13,5
102795,1,19,2
102802,1,10,3
102805,1,25,1
102808,1,13,2
102808,1,19,4
102808,1,49,3
102813,1,19,6
102833,1,13,4
102833,1,19,1
102833,1,20,1
102833,2,40,1
102840,1,6,4
102840,1,19,2
102840,1,20,1
102842,1,17,9
102884,1,18,1
102887,1,13,5
102897,1,37,1
102915,1,2,1
102918,1,13,2
102919,1,6,2
102919,1,19,1
102924,1,19,3
102931,1,18,3
102931,1,23,3
102934,1,13,4
102934,1,20,3
102934,1,35,3
102934,1,41,1
102962,1,13,1
102965,2,13,4
102970,1,13,1
102970,1,19,5
102970,2,9,1
102990,1,81,6
102995,1,13,4
102996,1,18,1
102999,1,19,1
102999,1,27,6
103002,1,13,7
103005,1,9,2
103019,1,8,1
103019,1,9,2
103019,1,13,5
103019,1,16,2
103019,1,18,2
103019,1,19,14
103019,1,53,2
103019,2,9,2
103019,2,13,4
103019,2,19,3
103021,1,11,4
103021,1,12,5
103021,1,14,2
103021,1,17,1
103021,1,25,6
103022,1,19,6
103022,1,23,1
103026,1,42,1
103032,1,15,2
103032,1,607,1
103036,1,9,1
103036,1,13,2
103036,1,15,2
103036,1,19,8
103036,2,42,1
103036,3032,607,1
103046,1,18,1
103049,1,19,3
103049,1,27,6
103049,1,32,2
103049,1,46,2
103052,1,11,4
103052,1,20,1
103054,1,16,1
103055,1,19,3
103062,1,19,3
103065,1,13,1
103065,1,18,3
103065,1,19,6
103065,1,20,7
103065,1,22,1
103065,2,9,1
103077,1,19,1
103077,1,47,1
103079,1,13,1
103079,1,19,3
103087,1,9,1
103090,1,6,4
103090,1,16,1
103090,1,17,1
103090,1,18,1
103090,1,19,3
103090,1,37,1
103090,2,13,2
103090,2,22,1
103090,2,77,1
103092,1,13,3
103103,1,13,4
103106,1,22,2
103108,1,19,4
103123,1,10,2
103123,1,19,2
103123,1,20,1
103125,1,19,4
103131,1,13,10
103131,1,19,1
103131,1,23,1
103131,2,11,1
103131,2,77,1
103132,1,13,1
103136,1,13,2
103136,1,17,3
103143,1,4,4
103147,1,9,4
103147,1,19,8
103147,1,20,1
103147,1,31,1
103147,1,607,1
103147,2,9,1
103147,2,13,1
103147,2,17,1
103153,1,13,1
103161,1,13,1
103162,1,8,2
103162,1,13,3
103162,1,18,1
103162,1,19,5
103174,1,13,6
103174,1,19,5
103175,1,17,1
103176,1,3,2
103176,1,6,3
103177,1,4,1
103177,1,6,1
103177,1,13,2
103177,1,19,3
103177,1,27,1
103180,1,13,1
103180,1,19,1
103180,3032,607,1
103190,1,6,4
103201,1,19,4
103203,1,13,4
103203,1,17,4
103203,1,18,4
103208,1,16,1
103218,1,19,1
103221,1,9,4
103221,1,13,1
103221,1,19,2
103223,1,16,4
103224,1,13,6
103224,1,16,2
103224,1,17,3
103224,1,19,3
103224,3032,607,1
103236,1,16,4
103236,1,19,2
103236,1,40,4
103237,1,13,1
103237,1,19,4
103237,1,47,7
103238,1,18,4
103244,1,19,2
103247,1,22,2
103249,1,22,1
103249,3032,607,1
103250,1,1,1
103250,1,13,4
103251,1,31,1
103261,1,10,2
103262,2,2,1
103295,1,19,1
103295,1,30,4
103301,1,37,1
103303,1,13,1
103303,1,37,1
103303,1,53,3
103311,1,12,6
103311,1,13,2
103322,1,13,2
103322,1,18,1
103322,1,19,3
103335,1,3,4
103335,1,13,6
103335,1,18,1
103335,1,19,2
103335,1,20,1
103335,2,19,1
103337,1,13,3
103339,1,2,1
103339,1,37,1
103340,1,13,1
103343,1,13,1
103351,1,31,2
103351,1,46,6
103370,1,13,1
103370,1,32,1
103377,1,19,1
103377,2,15,3
103378,1,19,11
103392,1,13,1
103399,1,8,1
103405,1,13,1
103411,1,8,1
103411,1,13,6
103411,1,19,5
103411,1,22,6
103411,2,19,3
103411,2,25,1
103411,3032,607,1
103414,1,8,6
103414,1,13,4
103431,1,18,1
103431,1,22,1
103444,1,19,1
103453,1,9,1
103463,1,19,3
103463,1,22,1
103463,1,36,1
103463,2,7,1
103463,2,17,4
103463,2,58,3
103473,1,10,1
103473,1,13,1
103500,1,13,2
103500,1,18,1
103502,1,18,4
103510,1,2,3
103515,1,15,1
103523,1,8,8
103531,1,17,3
103531,1,19,1
103546,1,8,2
103546,1,19,3
103549,1,1,4
103549,1,14,1
103549,1,19,1
103556,1,13,3
103556,1,19,1
103582,1,13,4
103582,1,19,5
103611,1,22,1
103632,1,20,6
103636,1,17,6
103642,1,20,1
103654,1,13,1
103677,1,10,1
103689,1,3,4
103698,1,13,6
