device,os,channel,device_os_channel_confRate
1,42,349,0.0
1,42,377,0.0
1,42,400,0.0
1,42,401,0.0
1,42,409,0.0
1,42,417,0.0
1,42,424,0.0
1,42,430,0.0
1,42,439,0.0
1,42,442,0.0
1,42,452,0.0
1,42,459,0.0
1,42,463,0.0
1,42,466,0.0
1,42,469,0.0
1,42,477,0.0
1,42,487,0.0
1,42,489,0.0
1,43,3,0.0
1,43,107,0.0
1,43,115,0.0
1,43,121,0.0
1,43,122,0.0
1,43,124,0.0
1,43,125,0.0
1,43,128,0.0
1,43,134,0.0
1,43,135,0.0
1,43,140,0.0
1,43,145,0.0
1,43,153,0.0
1,43,178,0.0
1,43,203,0.0
1,43,212,0.0
1,43,215,0.0
1,43,219,0.0
1,43,232,0.0
1,43,245,0.0
1,43,258,0.0
1,43,259,0.0
1,43,265,0.0
1,43,280,0.0
1,43,315,0.0
1,43,326,0.0
1,43,328,0.0
1,43,364,0.0
1,43,379,0.0
1,43,402,0.0
1,43,409,0.0
1,43,417,0.0
1,43,435,0.0
1,43,442,0.0
1,43,459,0.0
1,43,463,0.0
1,43,477,0.0
1,43,489,0.0
1,44,3,0.0
1,44,101,0.0
1,44,107,0.0
1,44,110,0.0
1,44,115,0.0
1,44,121,0.0
1,44,122,0.0
1,44,125,0.0
1,44,128,0.0
1,44,134,0.0
1,44,137,0.0
1,44,140,0.0
1,44,145,0.0
1,44,153,0.0
1,44,178,0.0
1,44,205,0.0
1,44,215,0.0
1,44,236,0.0
1,44,242,0.0
1,44,244,0.0
1,44,245,0.0
1,44,258,0.0
1,44,259,0.0
1,44,265,0.0
1,44,280,0.0
1,44,377,0.0
1,44,379,0.0
1,44,386,0.0
1,44,400,0.0
1,44,401,0.0
1,44,409,0.0
1,44,435,0.0
1,44,442,0.0
1,44,459,0.0
1,44,469,0.0
1,44,477,0.0
1,44,480,0.0
1,44,489,0.0
1,45,477,0.0
1,46,3,0.0
1,46,107,0.0
1,46,121,0.0
1,46,122,0.0
1,46,125,0.0
1,46,128,0.0
1,46,130,0.0
1,46,134,0.0
1,46,135,0.0
1,46,137,0.0
1,46,140,0.0
1,46,145,0.0
1,46,153,0.0
1,46,178,0.0
1,46,205,0.0
1,46,212,0.0
1,46,219,0.0
1,46,232,0.0
1,46,234,0.0
1,46,243,0.0
1,46,245,0.0
1,46,258,0.0
1,46,259,0.0
1,46,265,0.0
1,46,266,0.0
1,46,274,0.0
1,46,280,0.0
1,46,317,0.0
1,46,328,0.0
1,46,349,0.0
1,46,364,0.0
1,46,376,0.0
1,46,377,0.0
1,46,379,0.0
1,46,386,0.0
1,46,400,0.0
1,46,409,0.0
1,46,424,0.0
1,46,435,0.0
1,46,442,0.0
1,46,452,0.0
1,46,459,0.0
1,46,460,0.0
1,46,467,0.0
1,46,469,0.0
1,46,477,0.0
1,46,478,0.0
1,46,480,0.0
1,46,489,0.0
1,47,3,0.0
1,47,17,0.0
1,47,19,0.0
1,47,107,0.0
1,47,110,0.0
1,47,111,0.0
1,47,113,0.0
1,47,115,0.0
1,47,116,0.0
1,47,121,0.0
1,47,122,0.0
1,47,124,0.0
1,47,125,0.0
1,47,128,0.0
1,47,130,0.0
1,47,134,0.0
1,47,135,0.0
1,47,137,0.0
1,47,140,0.0
1,47,145,0.0
1,47,153,0.0
1,47,173,0.0
1,47,178,0.0
1,47,205,0.0
1,47,211,0.0
1,47,212,0.0
1,47,213,0.0
1,47,215,0.0
1,47,219,0.0
1,47,237,0.0
1,47,244,0.0
1,47,245,0.0
1,47,258,0.0
1,47,259,0.0
1,47,265,0.0
1,47,266,0.0
1,47,280,0.0
1,47,315,0.0
1,47,317,0.0
1,47,326,0.0
1,47,328,0.0
1,47,349,0.0
1,47,364,0.0
1,47,377,0.0
1,47,379,0.0
1,47,400,0.0
1,47,401,0.0
1,47,402,0.0
1,47,409,0.0
1,47,412,0.0
1,47,417,0.0
1,47,424,0.0
1,47,430,0.0
1,47,435,0.0
1,47,439,0.0
1,47,442,0.0
1,47,445,0.0
1,47,452,0.0
1,47,459,0.0
1,47,463,0.0
1,47,467,0.0
1,47,469,0.0
1,47,477,0.0
1,47,480,0.0
1,47,481,0.0
1,47,489,0.0
1,48,3,0.0
1,48,107,0.0
1,48,110,0.0
1,48,111,0.0
1,48,113,0.0
1,48,121,0.0
1,48,125,0.0
1,48,128,0.0
1,48,134,0.0
1,48,137,0.0
1,48,140,0.0
1,48,173,0.0
1,48,178,0.0
1,48,205,0.0
1,48,215,0.0
1,48,245,0.0
1,48,259,0.0
1,48,265,0.0
1,48,280,0.0
1,48,319,0.0
1,48,349,0.0
1,48,442,0.0
1,48,459,0.0
1,49,19,0.0
1,49,21,0.0
1,49,105,0.0
1,49,107,0.0
1,49,115,0.0
1,49,121,0.0
1,49,122,0.0
1,49,125,0.0
1,49,128,0.0
1,49,130,0.0
1,49,134,0.0
1,49,135,0.0
1,49,140,0.0
1,49,145,0.0
1,49,153,0.0
1,49,178,0.0
1,49,205,0.0
1,49,211,0.0
1,49,212,0.0
1,49,215,0.0
1,49,219,0.0
1,49,232,0.0
1,49,234,0.0
1,49,236,0.0
1,49,244,0.0
1,49,245,0.0
1,49,258,0.0
1,49,259,0.0
1,49,265,0.0
1,49,280,0.0
1,49,315,0.0
1,49,319,0.0
1,49,326,0.0
1,49,328,0.0
1,49,364,0.0
1,49,377,0.0
1,49,379,0.0
1,49,400,0.0
1,49,401,0.0
1,49,409,0.0
1,49,412,0.0
1,49,417,0.0
1,49,424,0.0
1,49,435,0.0
1,49,439,0.0
1,49,442,0.0
1,49,452,0.0
1,49,459,0.0
1,49,463,0.0
1,49,469,0.0
1,49,477,0.0
1,49,480,0.0
1,49,489,0.0
1,52,21,0.0
1,52,125,0.0
1,52,234,0.0
1,52,259,0.0
1,52,265,0.0
1,52,280,0.0
1,52,477,0.0
1,53,19,0.0
1,53,21,0.0
1,53,107,0.0
1,53,111,0.0
1,53,115,0.0
1,53,121,0.0
1,53,122,0.0
1,53,123,0.0
1,53,125,0.0
1,53,128,0.0
1,53,130,0.0
1,53,134,0.0
1,53,135,0.0
1,53,137,0.0
1,53,140,0.0
1,53,145,0.0
1,53,153,0.0
1,53,173,0.0
1,53,178,0.0
1,53,205,0.0
1,53,211,0.0
1,53,212,0.0
1,53,213,0.0
1,53,215,0.0
1,53,219,0.0
1,53,232,0.0
1,53,234,0.0
1,53,237,0.0
1,53,244,0.0
1,53,245,0.0
1,53,258,0.0
1,53,259,0.0
1,53,265,0.0
1,53,266,0.0
1,53,278,0.0
1,53,280,0.0
1,53,315,0.0
1,53,317,0.0
1,53,319,0.0
1,53,326,0.0
1,53,328,0.0
1,53,343,0.0
1,53,349,0.0
1,53,364,0.0
1,53,376,0.0
1,53,377,0.0
1,53,379,0.0
1,53,386,0.0
1,53,400,0.0
1,53,401,0.0
1,53,409,0.0
1,53,412,0.0
1,53,424,0.0
1,53,430,0.0
1,53,435,0.0
1,53,439,0.0
1,53,442,0.0
1,53,445,0.0
1,53,452,0.0
1,53,459,0.0
1,53,463,0.0
1,53,466,0.0
1,53,469,0.0
1,53,477,0.0
1,53,478,0.0
1,53,480,0.0
1,53,481,0.0
1,53,487,0.0
1,53,489,0.0
1,53,497,0.0
1,55,107,0.0
1,55,110,0.0
1,55,419,0.0
1,56,107,0.0
1,56,130,0.0
1,56,137,0.0
1,56,205,0.0
1,56,234,0.0
1,56,245,0.0
1,56,259,0.0
1,56,265,0.0
1,56,280,0.0
1,56,439,0.0
1,56,452,0.0
1,56,459,0.0
1,56,477,0.0
1,56,489,0.0
1,57,224,0.0
1,58,105,0.0
1,58,107,0.0
1,58,111,0.0
1,58,115,0.0
1,58,116,0.0
1,58,121,0.0
1,58,122,0.0
1,58,125,0.0
1,58,128,0.0
1,58,130,0.0
1,58,134,0.0
1,58,135,0.0
1,58,140,0.0
1,58,145,0.0
1,58,173,0.0
1,58,178,0.0
1,58,205,0.0
1,58,215,0.0
1,58,232,0.0
1,58,237,0.0
1,58,244,0.0
1,58,245,0.0
1,58,258,0.0
1,58,259,0.0
1,58,265,0.0
1,58,278,0.0
1,58,280,0.0
1,58,328,0.0
1,58,377,0.0
1,58,379,0.0
1,58,400,0.0
1,58,435,0.0
1,58,439,0.0
1,58,442,0.0
1,58,452,0.0
1,58,459,0.0
1,58,469,0.0
1,58,477,0.0
1,58,480,0.0
1,58,487,0.0
1,58,489,0.0
1,62,3,0.0
1,62,110,0.0
1,62,245,0.0
1,62,376,0.0
1,63,153,0.0
1,63,326,0.0
1,64,128,0.0
1,64,134,0.0
1,64,145,0.0
1,64,259,0.0
1,64,265,0.0
1,64,280,0.0
1,64,459,0.0
1,64,477,0.0
1,66,121,0.0
1,66,122,0.0
1,66,134,0.0
1,66,153,0.0
1,66,178,0.0
1,66,205,0.0
1,66,219,0.0
1,66,234,0.0
1,66,259,0.0
1,66,265,0.0
1,66,280,0.0
1,66,379,0.0
1,66,401,0.0
1,66,409,0.0
1,66,412,0.0
1,66,459,0.0
1,66,463,0.0
1,66,477,0.0
1,66,489,0.0
1,68,21,0.0
1,68,237,0.0
1,70,107,0.0
1,70,121,0.0
1,70,124,0.0
1,70,134,0.0
1,70,135,0.0
1,70,173,0.0
1,70,205,0.0
1,70,212,0.0
1,70,244,0.0
1,70,245,0.0
1,70,315,0.0
1,70,325,0.0
1,70,328,0.0
1,70,377,0.0
1,70,439,0.0
1,70,466,0.0
1,70,469,0.0
1,70,477,0.0
1,70,489,0.0
1,71,364,0.0
1,72,21,0.0
1,73,121,0.0
1,73,135,0.0
1,73,153,0.0
1,73,219,0.0
1,73,452,0.0
1,73,463,0.0
1,73,477,0.0
1,77,134,0.0
1,77,140,0.0
1,77,145,0.0
1,77,215,0.0
1,77,245,0.0
1,77,265,0.0
1,77,280,0.0
1,77,315,0.0
1,77,328,0.0
1,77,452,0.0
1,77,459,0.0
1,79,122,0.0
1,79,205,0.0
1,79,386,0.0
1,79,401,0.0
1,79,409,0.0
1,79,459,0.0
1,80,137,0.0
1,80,245,0.0
1,81,134,0.0
1,81,153,0.0
1,81,219,0.0
1,81,265,0.0
1,81,439,0.0
1,81,466,0.0
1,87,137,0.0
1,87,481,0.0
1,90,153,0.0
1,90,326,0.0
1,96,107,0.0
1,96,215,0.0
1,96,237,0.0
1,96,376,0.0
1,98,107,0.0
1,98,134,0.0
1,98,140,0.0
1,98,145,0.0
1,98,153,0.0
1,98,173,0.0
1,98,212,0.0
1,98,265,0.0
1,98,280,0.0
1,98,315,0.0
1,98,328,0.0
1,98,478,0.0
1,100,245,0.0
1,100,452,0.0
1,106,3,0.0
1,106,105,0.0
1,106,259,0.0
1,107,402,0.0
1,155,343,0.0
1,159,21,0.0
1,164,19,0.0
1,164,150,0.0
1,164,379,0.0
1,164,409,0.0
1,164,424,0.0
1,164,435,0.0
1,164,480,0.0
1,178,134,0.0
1,178,178,0.0
1,178,215,0.0
1,178,280,0.0
1,607,3,0.0
1,607,107,0.0
1,607,137,0.0
1,607,215,0.0
1,607,234,0.0
1,607,259,0.0
1,607,376,0.0
1,607,400,0.0
2,1,110,0.0
2,1,121,0.0
2,1,128,0.0
2,1,134,0.0
2,1,140,0.0
2,1,145,0.0
2,1,153,0.0
2,1,205,0.0
2,1,215,0.0
2,1,234,0.0
2,1,244,0.0
2,1,245,0.0
2,1,259,0.0
2,1,400,0.0
2,1,442,0.0
2,2,105,0.0
2,2,110,0.0
2,2,115,0.0
2,2,123,0.0
2,2,125,0.0
2,2,128,0.0
2,2,135,0.0
2,2,140,0.0
2,2,215,0.0
2,2,259,0.0
2,2,265,0.0
2,2,280,0.0
2,2,442,0.0
2,3,105,0.0
2,3,123,0.0
2,3,128,0.0
2,3,134,0.0
2,3,137,0.0
2,3,140,0.0
2,3,145,0.0
2,3,178,0.0
2,3,215,0.0
2,3,234,0.0
2,3,245,0.0
2,3,259,0.0
2,3,265,0.0
2,3,280,0.0
2,3,364,0.0
2,3,400,0.0
2,3,411,0.0
2,3,477,0.0
2,4,110,0.0
2,4,122,0.0
2,4,125,0.0
2,4,128,0.0
2,4,134,0.0
2,4,140,0.0
2,4,145,0.0
2,4,205,0.0
2,4,215,0.0
2,4,259,0.0
2,5,110,0.0
2,5,125,0.0
2,5,128,0.0
2,5,145,0.0
2,5,178,0.0
2,5,215,0.0
2,5,258,0.0
2,5,259,0.0
2,5,265,0.0
2,5,280,0.0
2,5,442,0.0
2,6,110,0.0
2,6,128,0.0
2,6,134,0.0
2,6,135,0.0
2,6,137,0.0
2,6,140,0.0
2,6,145,0.0
2,6,153,0.0
2,6,178,0.0
2,6,205,0.0
2,6,215,0.0
2,6,232,0.0
2,6,234,0.0
2,6,243,0.0
2,6,245,0.0
2,6,259,0.0
2,6,265,0.0
2,6,280,0.0
2,6,364,0.0
2,6,400,0.0
2,6,452,0.0
2,6,459,0.0
2,7,3,0.0
2,7,140,0.0
2,7,364,0.0
2,7,442,0.0
2,8,110,0.0
2,8,115,0.0
2,8,121,0.0
2,8,123,0.0
2,8,125,0.0
2,8,128,0.0
2,8,135,0.0
2,8,137,0.0
2,8,140,0.0
2,8,145,0.0
2,8,153,0.0
2,8,178,0.0
2,8,205,0.0
2,8,215,0.0
2,8,237,0.0
2,8,245,0.0
2,8,258,0.0
2,8,259,0.0
2,8,265,0.0
2,8,280,0.0
2,8,326,0.0
2,8,364,0.0
2,8,400,0.0
2,8,417,0.0
2,8,442,0.0
2,8,456,0.0
2,8,459,0.0
2,8,477,0.0
2,9,3,0.0
2,9,30,0.0
2,9,105,0.0
2,9,110,0.0
2,9,115,0.0
2,9,121,0.0
2,9,122,0.0
2,9,123,0.0
2,9,125,0.0
2,9,128,0.0
2,9,130,0.0
2,9,134,0.0
2,9,135,0.0
2,9,137,0.0
2,9,140,0.0
2,9,145,0.0
2,9,153,0.0
2,9,178,0.0
2,9,205,0.0
2,9,215,0.0
2,9,232,0.0
2,9,234,0.0
2,9,236,0.0
2,9,243,0.0
2,9,244,0.0
2,9,245,0.0
2,9,258,0.0
2,9,259,0.0
2,9,265,0.0
2,9,280,0.0
2,9,326,0.0
2,9,364,0.0
2,9,376,0.0
2,9,379,0.0
2,9,400,0.0
2,9,402,0.0
2,9,412,0.0
2,9,417,0.0
2,9,435,0.0
2,9,442,0.0
2,9,459,0.0
2,9,467,0.0
2,9,477,0.0
2,9,480,0.0
2,10,3,0.0
2,10,105,0.0
2,10,110,0.0
2,10,121,0.0
2,10,123,0.0
2,10,125,0.0
2,10,128,0.0
2,10,134,0.0
2,10,137,0.0
2,10,145,0.0
2,10,178,0.0
2,10,205,0.0
2,10,215,0.0
2,10,234,0.0
2,10,244,0.0
2,10,245,0.0
2,10,258,0.0
2,10,259,0.0
2,10,265,0.0
2,10,280,0.0
2,10,379,0.0
2,10,435,0.0
2,10,442,0.0
2,10,459,0.0
2,10,463,0.0
2,10,477,0.0
2,11,3,0.0
2,11,105,0.0
2,11,110,0.0
2,11,115,0.0
2,11,121,0.0
2,11,122,0.0
2,11,125,0.0
2,11,128,0.0
2,11,135,0.0
2,11,137,0.0
2,11,140,0.0
2,11,153,0.0
2,11,205,0.0
2,11,215,0.0
2,11,234,0.0
2,11,237,0.0
2,11,244,0.0
2,11,245,0.0
2,11,258,0.0
2,11,259,0.0
2,11,265,0.0
2,11,280,0.0
2,11,364,0.0
2,11,400,0.0
2,11,442,0.0
2,12,125,0.0
2,12,128,0.0
2,12,137,0.0
2,12,145,0.0
2,12,178,0.0
2,12,211,0.0
2,12,215,0.0
2,12,232,0.0
2,12,237,0.0
2,12,243,0.0
2,12,245,0.0
2,12,258,0.0
2,12,259,0.0
2,12,364,0.0
2,12,442,0.0
2,13,3,0.0
2,13,19,0.0
2,13,105,0.0
2,13,110,0.0
2,13,115,0.0
2,13,116,0.0
2,13,121,0.0
2,13,122,0.0
2,13,123,0.0
2,13,125,0.0
2,13,128,0.0
2,13,130,0.0
2,13,134,0.0
2,13,135,0.0
2,13,137,0.0
2,13,140,0.0
2,13,145,0.0
2,13,153,0.0
2,13,178,0.0
2,13,205,0.0
2,13,211,0.0
2,13,215,0.0
2,13,232,0.0
2,13,234,0.0
2,13,237,0.0
2,13,243,0.0
2,13,244,0.0
2,13,245,0.0
2,13,258,0.0
2,13,259,0.0
2,13,265,0.0
2,13,280,0.0
2,13,326,0.0
2,13,328,0.0
2,13,364,0.0
2,13,376,0.0
2,13,400,0.0
2,13,402,0.0
2,13,411,0.0
2,13,442,0.0
2,13,459,0.0
2,13,477,0.0
2,13,478,0.0
2,14,110,0.0
2,14,121,0.0
2,14,128,0.0
2,14,134,0.0
2,14,137,0.0
2,14,140,0.0
2,14,145,0.0
2,14,153,0.0
2,14,178,0.0
2,14,215,0.0
2,14,245,0.0
2,14,280,0.0
2,14,326,0.0
2,14,402,0.0
2,14,442,0.0
2,14,477,0.0
2,15,3,0.0
2,15,110,0.0
2,15,121,0.0
2,15,122,0.0
2,15,123,0.0
2,15,125,0.0
2,15,128,0.0
2,15,134,0.0
2,15,137,0.0
2,15,140,0.0
2,15,145,0.0
2,15,153,0.0
2,15,178,0.0
2,15,205,0.0
2,15,215,0.0
2,15,232,0.0
2,15,243,0.0
2,15,245,0.0
2,15,258,0.0
2,15,259,0.0
2,15,265,0.0
2,15,280,0.0
2,15,326,0.0
2,15,364,0.0
2,15,442,0.0
2,15,452,0.0
2,15,459,0.0
2,15,477,0.0
2,16,122,0.0
2,16,125,0.0
2,16,128,0.0
2,16,134,0.0
2,16,140,0.0
2,16,145,0.0
2,16,153,0.0
2,16,178,0.0
2,16,205,0.0
2,16,215,0.0
2,16,234,0.0
2,16,236,0.0
2,16,237,0.0
2,16,245,0.0
2,16,258,0.0
2,16,259,0.0
2,16,265,0.0
2,16,280,0.0
2,16,326,0.0
2,16,364,0.0
2,16,442,0.0
2,16,459,0.0
2,17,3,0.0
2,17,105,0.0
2,17,110,0.0
2,17,115,0.0
2,17,121,0.0
2,17,122,0.0
2,17,123,0.0
2,17,125,0.0
2,17,128,0.0
2,17,134,0.0
2,17,135,0.0
2,17,137,0.0
2,17,140,0.0
2,17,145,0.0
2,17,153,0.0
2,17,178,0.0
2,17,205,0.0
2,17,215,0.0
2,17,234,0.0
2,17,236,0.0
2,17,237,0.0
2,17,245,0.0
2,17,258,0.0
2,17,259,0.0
2,17,265,0.0
2,17,280,0.0
2,17,326,0.0
2,17,364,0.0
2,17,400,0.0
2,17,402,0.0
2,17,417,0.0
2,17,442,0.0
2,17,459,0.0
2,17,469,0.0
2,17,477,0.0
2,18,3,0.0
2,18,115,0.0
2,18,121,0.0
2,18,122,0.0
2,18,123,0.0
2,18,125,0.0
2,18,128,0.0
2,18,134,0.0
2,18,135,0.0
2,18,137,0.0
2,18,140,0.0
2,18,145,0.0
2,18,153,0.0
2,18,178,0.0
2,18,203,0.0
2,18,205,0.0
2,18,211,0.0
2,18,215,0.0
2,18,234,0.0
2,18,244,0.0
2,18,245,0.0
2,18,258,0.0
2,18,259,0.0
2,18,265,0.0
2,18,280,0.0
2,18,326,0.0
2,18,364,0.0
2,18,379,0.0
2,18,417,0.0
2,18,442,0.0
2,18,452,0.0
2,18,460,0.0
2,19,3,0.0
2,19,105,0.0
2,19,110,0.0
2,19,111,0.0
2,19,115,0.0
2,19,116,0.0
2,19,121,0.0
2,19,122,0.0
2,19,123,0.0
2,19,125,0.0
2,19,128,0.0
2,19,130,0.0
2,19,134,0.0
2,19,135,0.0
2,19,137,0.0
2,19,140,0.0
2,19,145,0.0
2,19,153,0.0
2,19,178,0.0
2,19,205,0.0
2,19,215,0.0
2,19,232,0.0
2,19,234,0.0
2,19,236,0.0
2,19,237,0.0
2,19,243,0.0
2,19,244,0.0
2,19,245,0.0
2,19,258,0.0
2,19,259,0.0
2,19,265,0.0
2,19,280,0.0
2,19,326,0.0
2,19,343,0.0
2,19,364,0.0
2,19,379,0.0
2,19,400,0.0
2,19,402,0.0
2,19,411,0.0
2,19,417,0.0
2,19,442,0.0
2,19,459,0.0
2,19,467,0.0
2,19,469,0.0
2,19,477,0.0
2,19,478,0.0
2,19,481,0.0
2,20,105,0.0
2,20,110,0.0
2,20,121,0.0
2,20,122,0.0
2,20,123,0.0
2,20,125,0.0
2,20,128,0.0
2,20,137,0.0
2,20,145,0.0
2,20,153,0.0
2,20,178,0.0
2,20,205,0.0
2,20,212,0.0
2,20,215,0.0
2,20,236,0.0
2,20,245,0.0
2,20,258,0.0
2,20,259,0.0
2,20,265,0.0
2,20,280,0.0
2,20,326,0.0
2,20,328,0.0
2,20,402,0.0
2,20,442,0.0
2,20,477,0.0
2,22,3,0.0
2,22,105,0.0
2,22,122,0.0
2,22,125,0.0
2,22,128,0.0
2,22,134,0.0
2,22,135,0.0
2,22,137,0.0
2,22,140,0.0
2,22,145,0.0
2,22,153,0.0
2,22,178,0.0
2,22,205,0.0
2,22,211,0.0
2,22,215,0.0
2,22,232,0.0
2,22,234,0.0
2,22,243,0.0
2,22,245,0.0
2,22,258,0.0
2,22,259,0.0
2,22,265,0.0
2,22,280,0.0
2,22,326,0.0
2,22,364,0.0
2,22,400,0.0
2,22,402,0.0
2,22,442,0.0
2,22,452,0.0
2,23,122,0.0
2,23,128,0.0
2,23,205,0.0
2,23,215,0.0
2,23,245,0.0
2,25,3,0.0
2,25,24,0.0
2,25,110,0.0
2,25,122,0.0
2,25,123,0.0
2,25,125,0.0
2,25,128,0.0
2,25,134,0.0
2,25,137,0.0
2,25,140,0.0
2,25,145,0.0
2,25,153,0.0
2,25,178,0.0
2,25,205,0.0
2,25,211,0.0
2,25,215,0.0
2,25,234,0.0
2,25,245,0.0
2,25,258,0.0
2,25,259,0.0
2,25,265,0.0
2,25,280,0.0
2,25,326,0.0
2,25,364,0.0
2,25,442,0.0
2,25,459,0.0
2,25,477,0.0
2,26,3,0.0
2,26,121,0.0
2,26,134,0.0
2,26,140,0.0
2,26,145,0.0
2,26,205,0.0
2,26,245,0.0
2,26,477,0.0
2,27,123,0.0
2,27,125,0.0
2,27,128,0.0
2,27,134,0.0
2,27,137,0.0
2,27,140,0.0
2,27,145,0.0
2,27,153,0.0
2,27,178,0.0
2,27,205,0.0
2,27,215,0.0
2,27,245,0.0
2,27,258,0.0
2,27,259,0.0
2,27,265,0.0
2,27,280,0.0
2,27,364,0.0
2,27,400,0.0
2,27,442,0.0
2,28,123,0.0
2,28,134,0.0
2,28,137,0.0
2,28,140,0.0
2,28,145,0.0
2,28,205,0.0
2,28,215,0.0
2,28,234,0.0
2,28,244,0.0
2,28,259,0.0
2,28,265,0.0
2,28,280,0.0
2,28,315,0.0
2,28,379,0.0
2,28,435,0.0
2,30,3,0.0
2,30,121,0.0
2,30,122,0.0
2,30,128,0.0
2,30,134,0.0
2,30,140,0.0
2,30,145,0.0
2,30,153,0.0
2,30,205,0.0
2,30,215,0.0
2,30,245,0.0
2,30,259,0.0
2,30,265,0.0
2,30,400,0.0
2,30,452,0.0
2,31,110,0.0
2,31,123,0.0
2,31,128,0.0
2,31,215,0.0
2,31,364,0.0
2,32,105,0.0
2,32,110,0.0
2,32,122,0.0
2,32,123,0.0
2,32,128,0.0
2,32,134,0.0
2,32,140,0.0
2,32,145,0.0
2,32,178,0.0
2,32,205,0.0
2,32,212,0.0
2,32,215,0.0
2,32,236,0.0
2,32,237,0.0
2,32,245,0.0
2,32,259,0.0
2,32,265,0.0
2,32,280,0.0
2,32,328,0.0
2,32,364,0.0
2,32,400,0.0
2,32,459,0.0
2,35,115,0.0
2,35,125,0.0
2,35,134,0.0
2,35,137,0.0
2,35,140,0.0
2,35,145,0.0
2,35,153,0.0
2,35,178,0.0
2,35,205,0.0
2,35,215,0.0
2,35,245,0.0
2,35,259,0.0
2,35,265,0.0
2,35,280,0.0
2,35,326,0.0
2,35,402,0.0
2,35,442,0.0
2,36,3,0.0
2,36,110,0.0
2,36,121,0.0
2,36,123,0.0
2,36,128,0.0
2,36,134,0.0
2,36,140,0.0
2,36,145,0.0
2,36,178,0.0
2,36,205,0.0
2,36,215,0.0
2,36,244,0.0
2,36,245,0.0
2,36,400,0.0
2,36,442,0.0
2,36,459,0.0
2,37,21,0.0
2,37,110,0.0
2,37,121,0.0
2,37,122,0.0
2,37,123,0.0
2,37,125,0.0
2,37,128,0.0
2,37,134,0.0
2,37,137,0.0
2,37,140,0.0
2,37,145,0.0
2,37,153,0.0
2,37,205,0.0
2,37,212,0.0
2,37,215,0.0
2,37,237,0.0
2,37,245,0.0
2,37,259,0.0
2,37,265,0.0
2,37,280,0.0
2,37,400,0.0
2,37,409,0.0
2,37,435,0.0
2,37,442,0.0
2,37,477,0.0
2,37,480,0.0
2,40,3,0.0
2,40,121,0.0
2,40,128,0.0
2,40,130,0.0
2,40,134,0.0
2,40,137,0.0
2,40,140,0.0
2,40,145,0.0
2,40,205,0.0
2,40,215,0.0
2,40,234,0.0
2,40,245,0.0
2,40,259,0.0
2,40,265,0.0
2,40,280,0.0
2,40,364,0.0
2,40,459,0.0
2,40,477,0.0
2,41,3,0.0
2,41,121,0.0
2,41,128,0.0
2,41,134,0.0
2,41,137,0.0
2,41,140,0.0
2,41,145,0.0
2,41,153,0.0
2,41,178,0.0
2,41,205,0.0
2,41,215,0.0
2,41,245,0.0
2,41,259,0.0
2,41,265,0.0
2,41,280,0.0
2,41,326,0.0
2,41,459,0.0
2,42,3,0.0
2,42,105,0.0
2,42,123,0.0
2,42,128,0.0
2,42,134,0.0
2,42,140,0.0
2,42,145,0.0
2,42,178,0.0
2,42,215,0.0
2,42,259,0.0
2,42,400,0.0
2,42,442,0.0
2,42,460,0.0
2,43,115,0.0
2,43,125,0.0
2,43,128,0.0
2,43,135,0.0
2,43,140,0.0
2,43,205,0.0
2,43,215,0.0
2,43,259,0.0
2,43,417,0.0
2,43,442,0.0
2,44,121,0.0
2,44,205,0.0
2,44,245,0.0
2,47,3,0.0
2,47,110,0.0
2,47,123,0.0
2,47,128,0.0
2,47,134,0.0
2,47,137,0.0
2,47,140,0.0
2,47,145,0.0
2,47,178,0.0
2,47,205,0.0
2,47,215,0.0
2,47,259,0.0
2,47,265,0.0
2,47,280,0.0
2,47,364,0.0
2,47,442,0.0
2,49,3,0.0
2,49,107,0.0
2,49,110,0.0
2,49,121,0.0
2,49,123,0.0
2,49,125,0.0
2,49,128,0.0
2,49,134,0.0
2,49,137,0.0
2,49,140,0.0
2,49,145,0.0
2,49,153,0.0
2,49,178,0.0
2,49,205,0.0
2,49,215,0.0
2,49,234,0.0
2,49,237,0.0
2,49,245,0.0
2,49,258,0.0
2,49,259,0.0
2,49,326,0.0
2,49,364,0.0
2,49,402,0.0
2,49,442,0.0
2,49,469,0.0
2,49,477,0.0
2,52,110,0.0
2,52,123,0.0
2,52,140,0.0
2,52,215,0.0
2,52,477,0.0
2,53,3,0.0
2,53,110,0.0
2,53,128,0.0
2,53,130,0.0
2,53,137,0.0
2,53,205,0.0
2,53,215,0.0
2,53,245,0.0
2,53,364,0.0
2,55,105,0.0
2,56,105,0.0
2,56,107,0.0
2,56,121,0.0
2,56,128,0.0
2,56,215,0.0
2,56,245,0.0
2,56,259,0.0
2,56,265,0.0
2,56,364,0.0
2,56,477,0.0
2,58,123,0.0
2,58,125,0.0
2,58,128,0.0
2,58,134,0.0
2,58,140,0.0
2,58,145,0.0
2,58,178,0.0
2,58,215,0.0
2,58,237,0.0
2,58,244,0.0
2,58,258,0.0
2,58,259,0.0
2,58,402,0.0
2,58,442,0.0
2,60,3,0.0
2,60,205,0.0
2,60,259,0.0
2,60,265,0.0
2,60,280,0.0
2,63,121,0.0
2,63,125,0.0
2,63,128,0.0
2,63,145,0.0
2,63,178,0.0
2,63,205,0.0
2,63,244,0.0
2,63,245,0.0
2,63,258,0.0
2,63,259,0.0
2,63,442,0.0
